title,resolution,emdb_id,fitted_pdbs,sample_info_string,xref_UNIPROTKB,RCSB_classification,Q-score
EttA-bound E. coli 70S ribosome complex containing P-site tRNA and A-site tRNA,7.5,EMD-5784,3j5s,"tRNAPhe	rna		Escherichia coli_562,Energy-dependent Translational Throttle A (EttA)	protein_or_peptide	0.06	Escherichia coli_562,70S ribosome	complex_supramolecule	2.7	Escherichia coli_562,E. coli 70S ribosome complex 70S-EttA_EQ2-tRNAfMet-tRNAPhe	sample_supramolecule	,tRNAfMet	rna		Escherichia coli_562",P0A9W3,RIBOSOME/TRANSLATION,0.122
Cryo-EM reconstruction of a authentic 70S-tRNA2-mRNA-EF-G translocation intermediate,6.8,EMD-5775,4v7b,"messenger RNA	rna		Escherichia coli_562,ribosomal 70S-EF-G complex at an authentic intermediate state during translocation	sample_supramolecule	3,Elongation Factor G	protein_or_peptide		Escherichia coli_562,modified formyl-methionine specific initiator transfer RNA	rna		Escherichia coli_562,70S ribosome	complex_supramolecule	3	Escherichia coli_562,formyl-methionine specific initiator transfer RNA	rna		Escherichia coli_562",P0A6M8,RIBOSOME/TRANSLATION,0.161
Incorporation of aminoacyl-tRNA into the ribosome as seen by cryo-electron microscopy.,9,EMD-1056,"1qzb,1qzc,1r2w","70S ribosome from E. coli complex. 70S-tRNAfMet-MF-tRNAPhe	sample_supramolecule	,Phe-tRNAPhe	rna		Escherichia coli_562,Elongation Factor Tu	protein_or_peptide		Escherichia coli_562,fMet-tRNAfMet	rna		Escherichia coli_562,70S from E. coli	complex_supramolecule		Escherichia coli_562",,RNA,0.042
Locking and unlocking of ribosomal motions.,9,EMD-1055,"1qza,1qzd,1r2x","70S ribosome from E. coli complex 70S-fMet-tRNA-Phe-tRNA-EF-Tu-GDP-kirromycin.	sample_supramolecule	,Phe-tRNAPhe	rna		Escherichia coli_562,Elongation Factor Tu	protein_or_peptide		Escherichia coli_562,fMet-tRNAfMet	rna		Escherichia coli_562,70S from E. coli	complex_supramolecule		Escherichia coli_562,deacylated tRNA	rna		Escherichia coli_562",P0CE48,RNA,0.086
Cryo-EM map of the CSFV IRES in complex with the small ribosomal 40S subunit and DHX29,8.5,EMD-2450,4c4q,"eukaryotic small ribosmal subunit	complex_supramolecule	1.5	Oryctolagus cuniculus_9986,DHX29	protein_or_peptide	0.15	Homo sapiens_9606,Internal Ribosomal Entry Site	rna	0.1	Classical swine fever virus_11096,CSFV IRES truncated from domain II\, in complex with the Rabbit small ribosomal 40S subunit and to DHX29	sample_supramolecule	1.75",,RNA,0.126
Cryo-EM Structure of Saccharomyces cerevisiae Target of Rapamycin Complex 2,7.9,EMD-3896,6emk,"Target of rapamycin complex 2 subunit TSC11	protein_or_peptide	0.025804662	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Target of rapamycin complex 2 subunit AVO1	protein_or_peptide	0.131565453	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Target of rapamycin complex subunit LST8	protein_or_peptide	0.034077879	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Serine/threonine-protein kinase TOR2	protein_or_peptide	0.281915438	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Target of rapamycin protein complex 2	complex_supramolecule	1.4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Target of rapamycin complex 2 subunit AVO2	protein_or_peptide	0.047206457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292","Q08236,P41318,P32600,Q04749",SIGNALING PROTEIN,0.145
cryo-EM structure of mTORC1 bound to active RagA/C GTPases,6.2,EMD-10133,6sb2,"Target of rapamycin complex subunit LST8	protein_or_peptide	0.03591008999999999	Homo sapiens_9606,mTORC1	complex_supramolecule		Homo sapiens_9606,RagA/C	complex_supramolecule		Homo sapiens_9606,mTOR\,Serine/threonine-protein kinase mTOR\,mTOR\,Serine/threonine-protein kinase mTOR	protein_or_peptide	0.28723518800000003	Homo sapiens_9606,Regulatory-associated protein of mTOR	protein_or_peptide	0.149200016	Homo sapiens_9606,Ras-related GTP-binding protein C	protein_or_peptide	0.044284832	Homo sapiens_9606,cryo-EM structure of mTORC1 bound to active RagA/C complex	complex_supramolecule	1.09,GUANOSINE-5'-TRIPHOSPHATE	ligand	0.0005231799999999999,Ras-related GTP-binding protein A	protein_or_peptide	0.036600194999999995	Homo sapiens_9606,GUANOSINE-5'-DIPHOSPHATE	ligand	0.000443201","P42345,Q8N122,Q9HB90,Q9BVC4,Q7L523",SIGNALING PROTEIN,0.211
cryo-EM structure of mTORC1 bound to PRAS40-fused active RagA/C GTPases,5.5,EMD-10132,6sb0,"cryoEM structure of mTORC1 bound to RagA/C complex	complex_supramolecule	1.09,Target of rapamycin complex subunit LST8	protein_or_peptide	0.03591008999999999	Homo sapiens_9606,mTORC1	complex_supramolecule		Homo sapiens_9606,RagA/C	complex_supramolecule		Homo sapiens_9606,mTOR\,Serine/threonine-protein kinase mTOR\,mTOR\,Serine/threonine-protein kinase mTOR	protein_or_peptide	0.287012031	Homo sapiens_9606,Regulatory-associated protein of mTOR	protein_or_peptide	0.149200016	Homo sapiens_9606,Ras-related GTP-binding protein C	protein_or_peptide	0.044284832	Homo sapiens_9606,GUANOSINE-5'-TRIPHOSPHATE	ligand	0.0005231799999999999,Ras-related GTP-binding protein A	protein_or_peptide	0.036600194999999995	Homo sapiens_9606,Proline-rich AKT1 substrate 1	protein_or_peptide	0.027412293	Homo sapiens_9606,GUANOSINE-5'-DIPHOSPHATE	ligand	0.000443201","P42345,Q8N122,Q9HB90,Q9BVC4,Q7L523,Q96B36",SIGNALING PROTEIN,0.237
Localization and dynamic behavior of ribosomal protein L30e.,9.5,EMD-1125,1ysh,"80s wheat germ ribosome	sample_supramolecule	,80s	complex_supramolecule		Triticum sp._4569",,STRUCTURAL PROTEIN/RNA,0.125
Structure of a yeast closed complex (core CC1),5.1,EMD-0090,6gyk,"Transcription initiation factor IIF subunit beta	protein_or_peptide	0.046684491999999994	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerases I\, II\, and III subunit RPABC4	protein_or_peptide	0.007729969	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerases I\, II\, and III subunit RPABC3	protein_or_peptide	0.016525363	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerase II subunit RPB11	protein_or_peptide	0.013633493	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Nucleic acids	complex_supramolecule		Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerase II subunit RPB9	protein_or_peptide	0.014308161	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,ZINC ION	ligand	6.5409e-05,GAT1 promoter DNA	dna	0.0173631	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,MAGNESIUM ION	ligand	2.4305e-05,TATA-box-binding protein	protein_or_peptide	0.027042275	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerase II subunit RPB3	protein_or_peptide	0.035330457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerases I\, II\, and III subunit RPABC1	protein_or_peptide	0.025117094	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerase II subunit RPB4	protein_or_peptide	0.025319998	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,RNA polymerase	complex_supramolecule		Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerases I\, II\, and III subunit RPABC2	protein_or_peptide	0.017800636999999998	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Transcription initiation factor IIF subunit alpha	protein_or_peptide	0.08232057000000001	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerases I\, II\, and III subunit RPABC5	protein_or_peptide	0.008290732	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Transcription initiation factor IIB	protein_or_peptide	0.038257339999999994	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Transcription initiation factor IIA large subunit\,Transcription initiation factor IIA large subunit	protein_or_peptide	0.019432028999999996	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerase II subunit RPB7	protein_or_peptide	0.019081053	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,TFs	complex_supramolecule		Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Transcription initiation factor IIA subunit 2	protein_or_peptide	0.014431130999999998	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Yeast pre-initiation complex	complex_supramolecule	,DNA-directed RNA polymerase II subunit RPB1	protein_or_peptide	0.191821578	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerase II subunit RPB2	protein_or_peptide	0.138937297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,GAT1 Promoter	dna	0.017153965	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292","P40422,P34087,P27999,P20435,P29055,P04050,P38902,P16370,P08518,P13393,P20436,P41895,P32773,P22139,P20434,P20433,P41896,P32774",TRANSCRIPTION,-0.004
CryoEM Structure of E. coli Rho-dependent Transcription Pre-termination Complex bound with NusG,7.7,EMD-22115,6xav,"Transcription termination/antitermination protein NusA	protein_or_peptide	0.054932683999999996	Escherichia coli K-12_83333,DNA (29-MER)	dna	0.008813646	Escherichia coli K-12_83333,E. coli Rho-dependent Transcription Pre-termination Complex	complex_supramolecule	0.726	Escherichia coli (strain K12)_83333,DNA-directed RNA polymerase subunit beta'	protein_or_peptide	0.156504969	Escherichia coli K-12_83333,DNA-directed RNA polymerase subunit beta	protein_or_peptide	0.150820875	Escherichia coli K-12_83333,ZINC ION	ligand	6.5409e-05,MAGNESIUM ION	ligand	2.4305e-05,DNA (29-MER)	dna	0.009434063	Escherichia coli K-12_83333,Transcription termination factor Rho	protein_or_peptide	0.047070167999999996	Escherichia coli K-12_83333,DNA-directed RNA polymerase subunit omega	protein_or_peptide	0.010249547	Escherichia coli K-12_83333,RNA (18-MER)	rna	0.00585958	Escherichia coli K-12_83333,DNA-directed RNA polymerase subunit alpha	protein_or_peptide	0.036558679999999996	Escherichia coli K-12_83333,Transcription termination/antitermination protein NusG	protein_or_peptide	0.020560523	Escherichia coli K-12_83333","P0AFF6,P0AG30,P0A7Z4,P0A8T7,P0A800,P0AFG0,P0A8V2",TRANSCRIPTION,0.103
Cryo-EM structure of RNA polymerase I in complex with Rrn3 and Core Factor (Orientation II),7.7,EMD-3591,5n5z,"DNA-directed RNA polymerases I\, II\, and III subunit RPABC3	protein_or_peptide	0.016525363	Baker's yeast_4932,DNA-directed RNA polymerase I subunit RPA190	protein_or_peptide	0.186676969	Baker's yeast_4932,DNA-directed RNA polymerase I subunit RPA14	protein_or_peptide	0.014599128	Baker's yeast_4932,RNA polymerase I-specific transcription initiation factor RRN6	protein_or_peptide	0.102163227	Saccharomyces cerevisiae_4932,RNA polymerase I-specific transcription initiation factor RRN7	protein_or_peptide	0.060435195	Saccharomyces cerevisiae_4932,DNA-directed RNA polymerases I\, II\, and III subunit RPABC1	protein_or_peptide	0.025117094	Baker's yeast_4932,RNA polymerase I in complex with Rrn3 and Core Factor	complex_supramolecule	,ZINC ION	ligand	6.5409e-05,DNA-directed RNA polymerases I and III subunit RPAC1	protein_or_peptide	0.037732613	Baker's yeast_4932,Initiation factor Rrn3	complex_supramolecule	0.07	Saccharomyces cerevisiae_4932,DNA-directed RNA polymerases I\, II\, and III subunit RPABC2	protein_or_peptide	0.017931834	Baker's yeast_4932,Core Factor	complex_supramolecule	0.22	Saccharomyces cerevisiae_4932,DNA-directed RNA polymerases I\, II\, and III subunit RPABC4	protein_or_peptide	0.007729969	Baker's yeast_4932,RNA polymerase I	complex_supramolecule	0.59	Saccharomyces cerevisiae_4932,DNA-directed RNA polymerase I subunit RPA49	protein_or_peptide	0.046721707	Baker's yeast_4932,DNA-directed RNA polymerase I subunit RPA43	protein_or_peptide	0.036264852	Baker's yeast_4932,DNA-directed RNA polymerases I\, II\, and III subunit RPABC5	protein_or_peptide	0.008290732	Baker's yeast_4932,RNA polymerase I-specific transcription initiation factor RRN3	protein_or_peptide	0.072458258	Saccharomyces cerevisiae_4932,RNA polymerase I-specific transcription initiation factor RRN11	protein_or_peptide	0.059334262	Saccharomyces cerevisiae_4932,DNA-directed RNA polymerase I subunit RPA34	protein_or_peptide	0.026933518	Baker's yeast_4932,DNA-directed RNA polymerase I subunit RPA12	protein_or_peptide	0.013676566	Baker's yeast_4932,DNA-directed RNA polymerase I subunit RPA135	protein_or_peptide	0.135910328	Baker's yeast_4932,DNA-directed RNA polymerases I and III subunit RPAC2	protein_or_peptide	0.01616786	Baker's yeast_4932","P40422,P20435,P46669,P28000,P10964,P32786,P20436,Q01080,Q04712,P22139,P47006,P20434,P40992,P22138,P36070,P50106,P07703,P32529",TRANSCRIPTION,0.116
Cryo-EM structure of a full archaeal ribosomal translation initiation complex in the P-INconformation,5.34,EMD-8149,5jbh,"30S ribosomal protein uS12	protein_or_peptide	0.016477620999999998	Pyrococcus abyssi GE5_272844,30S ribosomal protein uS9	protein_or_peptide	0.015317932	Pyrococcus abyssi GE5_272844,30S ribosomal protein uS11	protein_or_peptide	0.01475695	Pyrococcus abyssi GE5_272844,30S ribosomal protein eS17	protein_or_peptide	0.007942465	Pyrococcus abyssi GE5_272844,30S ribosomal protein SX	protein_or_peptide	0.004868993	Pyrococcus abyssi GE5_272844,30S archaeal translation initiation complex	complex_supramolecule		Pyrococcus abyssi GE5_272844,aIF2-beta	protein_or_peptide	0.01594274	Pyrococcus abyssi GE5_272844,30S ribosomal protein uS3	protein_or_peptide	0.022984107	Pyrococcus abyssi GE5_272844,30S ribosomal protein uS14	protein_or_peptide	0.006634046	Pyrococcus abyssi GE5_272844,30S archaeal translation initiation complex	complex_supramolecule	0.982,30S ribosomal protein eL41	protein_or_peptide	0.0030508339999999997	Pyrococcus abyssi GE5_272844,initiator Met-tRNA fMet from E. coli (A1U72 variant)	rna	0.024488629	Escherichia coli_562,ZINC ION	ligand	6.5409e-05,30S archaeal translation initiation complex	complex_supramolecule		Escherichia coli_562,30S archaeal translation initiation complex	complex_supramolecule		Pyrococcus_2260,30S ribosomal protein uS8	protein_or_peptide	0.014684174	Pyrococcus abyssi GE5_272844,MAGNESIUM ION	ligand	2.4305e-05,30S ribosomal protein uS3	protein_or_peptide	0.023464351999999997	Pyrococcus abyssi GE5_272844,30S ribosomal protein uS2	protein_or_peptide	0.023039861	Pyrococcus abyssi GE5_272844,30S ribosomal protein eS24	protein_or_peptide	0.011698564	Pyrococcus abyssi GE5_272844,mRNA	rna	0.008394025	Pyrococcus_2260,30S ribosomal protein uS7	protein_or_peptide	0.024701791	Pyrococcus abyssi GE5_272844,aIF2-gamma	protein_or_peptide	0.04584923	Pyrococcus abyssi GE5_272844,30S ribosomal protein uS17	protein_or_peptide	0.013296521	Pyrococcus abyssi GE5_272844,30S ribosomal protein eS6	protein_or_peptide	0.014002329999999999	Pyrococcus abyssi GE5_272844,30S ribosomal protein uS10	protein_or_peptide	0.011769689	Pyrococcus abyssi GE5_272844,30S ribosomal protein uS19	protein_or_peptide	0.015357398999999999	Pyrococcus abyssi GE5_272844,30S ribosomal protein eS28	protein_or_peptide	0.008116332	Pyrococcus abyssi GE5_272844,16S ribosomal RNA	rna	0.492800781	Pyrococcus abyssi GE5_272844,METHIONINE	ligand	0.000149211,30S ribosomal protein uS13	protein_or_peptide	0.016948903999999997	Pyrococcus abyssi GE5_272844,30S ribosomal protein eS27	protein_or_peptide	0.006888388	Pyrococcus abyssi GE5_272844,aIF1A	protein_or_peptide	0.013078264999999999	Pyrococcus abyssi GE5_272844,30S ribosomal protein eS27	protein_or_peptide	0.005864957999999999	Pyrococcus abyssi GE5_272844,30S ribosomal protein eS8	protein_or_peptide	0.014293733	Pyrococcus abyssi GE5_272844,50S ribosomal protein uL30	protein_or_peptide	0.013414664	Pyrococcus abyssi GE5_272844,aIF1	protein_or_peptide	0.011621787	Pyrococcus abyssi GE5_272844,30S ribosomal protein uS15	protein_or_peptide	0.018640025	Pyrococcus abyssi GE5_272844,PHOSPHOAMINOPHOSPHONIC ACID-GUANYLATE ESTER	ligand	0.000522196,30S ribosomal protein eS19	protein_or_peptide	0.017394236	Pyrococcus abyssi GE5_272844,30S ribosomal protein uS5	protein_or_peptide	0.026590891	Pyrococcus abyssi GE5_272844,30S ribosomal protein uS4	protein_or_peptide	0.02138191	Pyrococcus abyssi GE5_272844,aIF2-alpha	protein_or_peptide	0.030432354999999998	Pyrococcus abyssi GE5_272844,30S ribosomal protein eS4	protein_or_peptide	0.028197022999999998	Pyrococcus abyssi GE5_272844","Q8U013,Q8U3H8,Q8U0E2,Q8U011,P61992,Q8U004,P61885,Q8U017,Q8U232,Q8U1Y5,Q980A5,P61994,Q8TZD9,Q97W59,Q8U0M8,P62010,Q8U014,Q97Z79,Q8U0U1,Q8U159,Q9V138,Q8U442,Q8U002,Q8U008,Q8U474,Q8U160,Q8U0E7,Q8U0F0,Q9V0G8",TRANSCRIPTION,0.117
"Escherichia coli transcription-translation complex A (TTC-A) containing an 24 nt long mRNA spacer, NusG, and fMet-tRNAs at E-site and P-site",8,EMD-22193,6xij,"50S ribosomal protein L23	protein_or_peptide	0.01122216	Escherichia coli_562,30S ribosomal protein S1	protein_or_peptide	0.061238887	Escherichia coli_562,30S ribosomal protein S9	protein_or_peptide	0.01488627	Escherichia coli_562,50S ribosomal protein L35	protein_or_peptide	0.007313032	Escherichia coli_562,mRNA with 24 nt long spacer	rna	0.010462993	synthetic construct_32630,30S ribosomal protein S18	protein_or_peptide	0.009005472	Escherichia coli_562,30S ribosomal protein S2	protein_or_peptide	0.02678167	Escherichia coli_562,DNA-directed RNA polymerase subunit beta	protein_or_peptide	0.150820875	Escherichia coli_562,50S ribosomal protein L20	protein_or_peptide	0.013528024	Escherichia coli_562,50S ribosomal protein L29	protein_or_peptide	0.007286464	Escherichia coli_562,50S ribosomal protein L17	protein_or_peptide	0.014393657	Escherichia coli_562,50S ribosomal protein L22	protein_or_peptide	0.012253359	Escherichia coli_562,5S rRNA	rna	0.03879009	Escherichia coli_562,30S ribosomal protein S8	protein_or_peptide	0.014146557	Escherichia coli_562,30S ribosomal protein S16	protein_or_peptide	0.009207572	Escherichia coli_562,50S ribosomal protein L11	protein_or_peptide	0.014894362	Escherichia coli_562,50S ribosomal protein L33	protein_or_peptide	0.006388631	Escherichia coli_562,50S ribosomal protein L10	protein_or_peptide	0.017736596	Escherichia coli_562,50S ribosomal protein L3	protein_or_peptide	0.022277535	Escherichia coli_562,23S rRNA	rna	0.941635438	Escherichia coli_562,ZINC ION	ligand	6.5409e-05,50S ribosomal protein L9	protein_or_peptide	0.01578902	Escherichia coli_562,Transcription termination/antitermination protein NusG	protein_or_peptide	0.020560523	Escherichia coli_562,50S ribosomal protein L27	protein_or_peptide	0.00914654	Escherichia coli_562,MAGNESIUM ION	ligand	2.4305e-05,50S ribosomal protein L15	protein_or_peptide	0.015008471	Escherichia coli_562,50S ribosomal protein L18	protein_or_peptide	0.012794668	Escherichia coli_562,50S ribosomal protein L2	protein_or_peptide	0.029923619	Escherichia coli_562,50S ribosomal protein L24	protein_or_peptide	0.01133925	Escherichia coli_562,50S ribosomal protein L4	protein_or_peptide	0.022121566	Escherichia coli_562,50S ribosomal protein L30	protein_or_peptide	0.00655482	Escherichia coli_562,16S rRNA	rna	0.499690031	Escherichia coli_562,30S ribosomal protein S10	protein_or_peptide	0.011755597	Escherichia coli_562,30S ribosomal protein S4	protein_or_peptide	0.023514199	Escherichia coli_562,50S ribosomal protein L34	protein_or_peptide	0.005397463	Escherichia coli_562,30S ribosomal protein S21	protein_or_peptide	0.008524039	Escherichia coli_562,30S ribosomal protein S14	protein_or_peptide	0.01160656	Escherichia coli_562,50S ribosomal protein L25	protein_or_peptide	0.010713465	Escherichia coli_562,30S ribosomal protein S11	protein_or_peptide	0.013870975	Escherichia coli_562,30S ribosomal protein S15	protein_or_peptide	0.010290816	Escherichia coli_562,Escherichia coli transcription-translation complex A (TTC-A) containing an 24 nt long mRNA spacer\, NusG\, and fMet-tRNAs at E-site and P-site	complex_supramolecule		Escherichia coli_562,50S ribosomal protein L13	protein_or_peptide	0.016050606	Escherichia coli_562,50S ribosomal protein L31	protein_or_peptide	0.007887117	Escherichia coli_562,30S ribosomal protein S5	protein_or_peptide	0.017629398	Escherichia coli_562,E-site and P-site tRNA (fMet)	rna	0.024496617	Escherichia coli_562,50S ribosomal protein L5	protein_or_peptide	0.020333611	Escherichia coli_562,50S ribosomal protein L16	protein_or_peptide	0.015312269	Escherichia coli_562,30S ribosomal protein S20	protein_or_peptide	0.009708464	Escherichia coli_562,50S ribosomal protein L7/L12	protein_or_peptide	0.012309155	Escherichia coli_1269007,NT DNA	dna	0.01104211	synthetic construct_32630,30S ribosomal protein S13	protein_or_peptide	0.013128467	Escherichia coli_562,T DNA	dna	0.010956012	synthetic construct_32630,50S ribosomal protein L32	protein_or_peptide	0.006463445	Escherichia coli_562,30S ribosomal protein S3	protein_or_peptide	0.026031316	Escherichia coli_562,50S ribosomal protein L19	protein_or_peptide	0.013159278	Escherichia coli_562,DNA-directed RNA polymerase subunit alpha	protein_or_peptide	0.03655868	Escherichia coli_562,30S ribosomal protein S12	protein_or_peptide	0.013768157	Escherichia coli_562,30S ribosomal protein S6	protein_or_peptide	0.015727512	Escherichia coli_562,50S ribosomal protein L6	protein_or_peptide	0.018932791	Escherichia coli_562,30S ribosomal protein S7	protein_or_peptide	0.020055156	Escherichia coli_562,50S ribosomal protein L36	protein_or_peptide	0.00437739	Escherichia coli_562,30S ribosomal protein S19	protein_or_peptide	0.010455355	Escherichia coli_562,DNA-directed RNA polymerase subunit beta'	protein_or_peptide	0.155366781	Escherichia coli_562,50S ribosomal protein L28	protein_or_peptide	0.009027551	Escherichia coli_562,50S ribosomal protein L21	protein_or_peptide	0.011586374	Escherichia coli_562,50S ribosomal protein L14	protein_or_peptide	0.013565067	Escherichia coli_562,30S ribosomal protein S17	protein_or_peptide	0.009724491	Escherichia coli_562","P02413,P0A7U7,P0AG67,P0A7V3,P0ADZ0,P0A7U3,P0ADY7,P0AG44,P02358,P0A7P5,P0AG63,P0A7M6,P0A7X3,P0A7Z4,P0A7R5,P0A7R9,P60723,P0A7S9,P61175,P0A7J3,P0C018,P0A7V0,P60624,P0A7W1,P0A7S3,P02359,P0A7L3,P0AG48,P0A7K2,P0A7M2,P0A7K6,P0AFG0,P60422,P0A7Q1,P0AG55,P68919,P0A7W7,P68679,P0AG51,P0A7N4,P0AA10,P0AG59,P0A7N9,P62399,P0A8T7,P0A7J7,P0A7Q6,P0A7T3,P0ADY3,P0ADZ4,P0A7V8,P0A7M9,P0A7R1,P0A7L8,P60438,P0A7T7",TRANSCRIPTION,0.128
