emdb_id,title,resolution,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD
EMD-3592,Cryo-EM structure of RNA polymerase I in complex with Rrn3 and Core Factor (Orientation I),7.7,5n60,"P20435,P20434,P22138,P40422,P36070,Q01080,P22139,P32786,P32529,P50106,P40992,P46669,P07703,P20436,P10964,P28000,P47006,Q04712","P20435,P20434,P22138,P40422,P36070,Q01080,P22139,P32786,P32529,P50106,P40992,P46669,P07703,P20436,P10964,P28000,P47006,Q04712"
EMD-3591,Cryo-EM structure of RNA polymerase I in complex with Rrn3 and Core Factor (Orientation II),7.7,5n5z,"P20435,P20434,P22138,P40422,P36070,Q01080,P22139,P32786,P32529,P50106,P40992,P46669,P07703,P20436,P10964,P28000,P47006,Q04712","P20435,P20434,P22138,P40422,P36070,Q01080,P22139,P32786,P32529,P50106,P40992,P46669,P07703,P20436,P10964,P28000,P47006,Q04712"
EMD-3590,Cryo-EM structure of RNA polymerase I in complex with Rrn3 and Core Factor (Orientation III),7.7,5n5y,"P20435,P20434,P22138,P40422,P36070,Q01080,P22139,P32786,P32529,P50106,P40992,P46669,P07703,P20436,P10964,P28000,P47006,Q04712","P20435,P20434,P22138,P40422,P36070,Q01080,P22139,P32786,P32529,P50106,P40992,P46669,P07703,P20436,P10964,P28000,P47006,Q04712"
EMD-6695,"Cryo-EM structure of the 90S small subunit pre-ribosome (Dhr1-depleted, Enp1-TAP, state 1)",8.7,5wyj,"Q05946,Q12499,Q06506,P32899,P0CX37,P0CX39,Q12460,Q06287,P0CX29,P06367,Q05498,Q05022,P0CX31,P0CX33,P53941,P53254,P25586,P15646,P42945,Q08096,P0CX51,P47083,P48589,Q08965,O13516,P33442,P0CX47,Q12220,P0C0W1,P26783,P40362,P35997,P36144,P25368,Q99216,P38333,P05759,P39990,P25635,Q06078,P0CX35","Q05946,Q12499,Q06506,P32899,P0CX37,P0CX39,Q12460,Q06287,P0CX29,P06367,Q05498,Q05022,P0CX31,P0CX33,P53941,P53254,P25586,P15646,P42945,Q08096,P0CX51,P47083,P48589,Q08965,O13516,P33442,P0CX47,Q12220,P0C0W1,P26783,P40362,P35997,P36144,P25368,Q99216,P38333,P05759,P39990,P25635,Q06078,P0CX35"
EMD-4089,The human 26S Proteasome at 6.8 Ang.,6.8,5ln3,"P28066,Q15008,P28070,Q9UNM6,Q99460,Q99436,P28072,P25787,P51665,P20618,P25788,O00232,P49721,Q13200,O00231,P48556,O14818,P55036,P49720,P62191,O00487,O43242,P28074,P60900,P60896,P25786,P25789,P17980,P62333,P35998,P62195,P43686","P28066,Q15008,P28070,Q9UNM6,Q99460,Q99436,P28072,P25787,P51665,P20618,P25788,O00232,P49721,Q13200,O00231,P48556,O14818,P55036,P49720,P62191,O00487,O43242,P28074,P60900,P60896,P25786,P25789,P17980,P62333,P35998,P62195,P43686"
EMD-8347,"Cryo-EM Structure of Yeast Pre-40S, Dim1 Local Class",9.9,,,
EMD-8346,Cryo-EM Structure of Yeast Pre-40S,9.4,,,
EMD-3526,Cryo-EM structure of the spinach chloroplast ribosome reveals the location of plastid-specific ribosomal proteins and extensions,5.4,,,
EMD-8473,Architecture of the yeast small subunit processome,5.1,5tzs,"P0CX31,P0CX39,Q06506,P0CX37,P26786,O13516,Q08965,P0CX47,Q06287,P0C0W1,Q3E7X9,P39990,P0CX35,P0CX51,Q06078,P26783,Q08096,P0CX29","P0CX31,P0CX39,Q06506,P0CX37,P26786,O13516,Q08965,P0CX47,Q06287,P0C0W1,Q3E7X9,P39990,P0CX35,P0CX51,Q06078,P26783,Q08096,P0CX29"
EMD-8457,Structure of 30S Ribosome - Class F,7.9,,,
EMD-8149,Cryo-EM structure of a full archaeal ribosomal translation initiation complex in the P-INconformation,5.34,5jbh,"Q97W59,Q8U0E2,Q9V0G8,Q8U0M8,Q8U014,Q8U0U1,Q8U0F0,Q97Z79,Q8U0E7,Q8U017,Q8U474,Q980A5,P62010,Q8U232,Q9V138,Q8U3H8,Q8U002,Q8TZD9,Q8U1Y5,Q8U008,P61992,P61885,Q8U442,Q8U160,Q8U013,P61994,Q8U159,Q8U004,Q8U011","Q97W59,Q8U0E2,Q9V0G8,Q8U0M8,Q8U014,Q8U0U1,Q8U0F0,Q97Z79,Q8U0E7,Q8U017,Q8U474,Q980A5,P62010,Q8U232,Q9V138,Q8U3H8,Q8U002,Q8TZD9,Q8U1Y5,Q8U008,P61992,P61885,Q8U442,Q8U160,Q8U013,P61994,Q8U159,Q8U004,Q8U011"
EMD-8148,Cryo-EM structure of a full archaeal ribosomal translation initiation complex in the P-REMOTE conformation,5.34,5jb3,"Q97W59,Q8U0E2,Q9V0G8,Q8U0M8,Q8U014,Q8U0U1,Q8U0F0,Q97Z79,Q8U0E7,Q8U017,Q8U474,Q980A5,P62010,Q8U232,Q9V138,Q8U3H8,Q8U002,Q8TZD9,Q8U1Y5,Q8U443,P61992,Q8U442,P61885,Q8U160,Q57902,Q8U013,P61994,Q8U159,Q8TZE1,Q8U004,Q8U011","Q97W59,Q8U0E2,Q9V0G8,Q8U0M8,Q8U014,Q8U0U1,Q8U0F0,Q97Z79,Q8U0E7,Q8U017,Q8U474,Q980A5,P62010,Q8U232,Q9V138,Q8U3H8,Q8U002,Q8TZD9,Q8U1Y5,Q8U443,P61992,Q8U442,P61885,Q8U160,Q57902,Q8U013,P61994,Q8U159,Q8TZE1,Q8U004,Q8U011"
EMD-4122,Structure of SelB-Sec-tRNASec bound to the 70S ribosome in the initial binding state (IB),5.3,5lzb,"P68679,P0A7X3,P0A7N9,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0A7V3,P0A7U7,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P14081,P0A7N4,P0A7V8,P0AA10,P61175,P60624,P0A7W1,P0AG51,P0A7M9,P0A7J7,P0AG44,P0A7L3,P0AG48,P0A7M6,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422","P68679,P0A7X3,P0A7N9,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0A7V3,P0A7U7,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P14081,P0A7N4,P0A7V8,P0AA10,P61175,P60624,P0A7W1,P0AG51,P0A7M9,P0A7J7,P0AG44,P0A7L3,P0AG48,P0A7M6,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422"
EMD-8413,Time-resolved cryo electron microscopy map of the EF-G and RRF-bound post-termination ribosome complex,7.4,,,
EMD-4096,Cryo-EM structure of the Yvh1 pre-60S particle,7.4,,,
EMD-4078,Structure of bacterial 30S-IF1-IF3-mRNA-tRNA translation pre-initiation complex(state-2C),5.1,5lms,"Q5SJH3,P80377,P0DOY6,P0DOY9,Q5SHN3,P80380,Q5SLP8,Q5SHR1,P80371,P80373,P80376,Q5SHP2,Q5SHQ5,Q5SLQ0,P17291,P80374,Q5SKU2,P0DOY7,Q5SIH3,Q5SJ76,P80372,Q5SHN7","Q5SJH3,P80377,P0DOY6,P0DOY9,Q5SHN3,P80380,Q5SLP8,Q5SHR1,P80371,P80373,P80376,Q5SHP2,Q5SHQ5,Q5SLQ0,P17291,P80374,Q5SKU2,P0DOY7,Q5SIH3,Q5SJ76,P80372,Q5SHN7"
EMD-4075,Structure of bacterial 30S-IF1-IF3-mRNA translation pre-initiation complex (state-1C),5.35,5lmp,"Q5SJH3,P80377,P0DOY6,P0DOY9,Q5SHN3,P80380,Q5SLP8,Q5SHR1,P80371,P80373,P80376,Q5SHP2,Q5SHQ5,Q5SLQ0,P17291,P80374,Q5SKU2,P0DOY7,Q5SIH3,Q5SJ76,P80372,Q5SHN7","Q5SJH3,P80377,P0DOY6,P0DOY9,Q5SHN3,P80380,Q5SLP8,Q5SHR1,P80371,P80373,P80376,Q5SHP2,Q5SHQ5,Q5SLQ0,P17291,P80374,Q5SKU2,P0DOY7,Q5SIH3,Q5SJ76,P80372,Q5SHN7"
EMD-8274,"YphC and YsxC GTPases assist the maturation of the central protuberance, GTPase-associated region, and functional core of the 50S ribosomal subunit",5.8,,,
EMD-8276,"YphC and YsxC GTPases assist the maturation of the central protuberance, GTPase-associated region, and functional core of the 50S ribosomal subunit",6.5,,,
EMD-8143,nuclear ribo-nucleoprotein complex,7.3,5jpq,,
EMD-8190,"m48S late-stage initiation complex, purified from rabbit reticulocytes lysates, displaying eIF2 ternary complex and eIF3 i and g subunits relocated to the intersubunit face",5.8,5k0y,"G1TPG3,G1SK22,G1SFR8,U3KMN4,G1SP51,G1SJB4,G1TNM3,G1T1F0,G1TM55,G1U7M4,G1TDB3,G1SGX4,G1TN62,A0A5F9D2E6,G1T2G4,G1SIZ2,G1SZ47,G1U0Q2,G1TS40,G1T8A2,G1TK17,O75821,G1TM82,G1TRM4,Q5IH81,G1TJW1,G1TZ76,G1TLT8,G1TN72,G1T168,G1TFE8,G1SVB0,G1TU13,G1TG89,G1TIB4","G1TPG3,G1SK22,G1SFR8,U3KMN4,G1SP51,G1SJB4,G1TNM3,G1T1F0,G1TM55,G1U7M4,G1TDB3,G1SGX4,G1TN62,A0A5F9D2E6,G1T2G4,G1SIZ2,G1SZ47,G1U0Q2,G1TS40,G1T8A2,G1TK17,O75821,G1TM82,G1TRM4,Q5IH81,G1TJW1,G1TZ76,G1TLT8,G1TN72,G1T168,G1TFE8,G1SVB0,G1TU13,G1TG89,G1TIB4"
EMD-3418,Subtomogram average of 80S ribosomes obtained using the VPP,9.6,,,
EMD-6616,State 2 of cryo-EM structure of the yeast pre-60S particles isolated with Nog2-TAP,6.6,,,
EMD-6585,The structure of elongation factor 4 (EF4/LepA) in GTP form bound to the ribosome,5.9,5imr,,
EMD-3203,Cryo-EM structure of the Rix1-Rea1 K1089A mutant pre-60S particle,8.9,,,
EMD-3225,"Mammalian 80S HCV-IRES complex, Rolled",5.6,,,
EMD-3226,"Mammalian 80S HCV-IRES complex, Rotated",5.8,,,
EMD-3224,Mammalian 40S HCV-IRES complex,6.7,,,
EMD-3223,"Mammalian 80S HCV-IRES complex, Classical / no head tilt",5.8,,,
EMD-6175,"Electron cryo-microscopy of peptidyl-(~E and ~P/E)tRNA-60S particles, L1 closed",7.6,,,
EMD-6174,"Electron cryo-microscopy of peptidyl-(~A/P)tRNA-60S particles, ES27in",7.6,,,
EMD-6173,"Electron cryo-microscopy of peptidyl-(~A/P)tRNA-60S particles, ES27out",7.6,,,
EMD-3199,Cryo-EM structure of the Rix1-Rea1 pre-60S particle,9.5,5fl8,,
EMD-6452,Cryo electron-microscopy reconstruction of the P. falciparum 80S ribosome bound with A/P and P/E tRNAs,5.8,3jbo,,
EMD-6456,Cryo-electron microscopy reconstruction of the P. falciparum 80S ribosome bound to P-tRNA,6.7,3jbn,,
EMD-3069,Mammalian ribosome bound to the native Sec61 protein-conducting channel in the 'non-inserting' state ('gold standard' alignment),9.0,,,
EMD-3070,Mammalian ribosome bound to the native Sec61 protein-conducting channel in the idle state,9.4,,,
EMD-3068,Mammalian ribosome bound to the native Sec61 protein-conducting channel in the 'non-inserting' state ('conventional' alignment),9.0,5a6u,,
EMD-3058,Structure of mammalian eIF3 in the context of the 43S preinitiation complex,9.0,,,
EMD-3057,Structure of mammalian eIF3 in the context of the 43S preinitiation complex,9.0,5a5u,P40217,P40217
EMD-3056,Structure of mammalian eIF3 in the context of the 43S preinitiation complex,6.0,5a5t,G1SMZ5,
EMD-2843,Structural basis for targeting and elongation arrest of Bacillus signal recognition particle,7.0,4ue4,P37105,P37105
EMD-2844,Structural basis for targeting and elongation arrest of Bacillus signal recognition particle,9.0,4ue5,P61010,P61010
EMD-6177,CryoEM map of Mycobacterium tuberculosis 50S ribosome with RsfS,9.1,,,
EMD-6178,CryoEM map of Mycobacterium tuberculosis 50S ribosome,9.3,,,
EMD-3049,Structure of a partial yeast 48S preinitiation complex in open conformation,6.0,3jaq,"P38912,P32911","P38912,P32911"
EMD-2695,Cryo-EM map of Trigger Factor bound to a translating ribosome,7.7,4urd,P0A850,P0A850
EMD-2976,Time-resolved Cryo Electron Microscopy of ribosome subunit association,9.7,,,
EMD-2911,Cryo electron microscopy of actively translating human polysomes (decoding/post-dissociation state).,6.5,,,
EMD-2904,Cryo electron microscopy of actively translating human polysomes (rotated-1 PRE state).,7.3,,,
EMD-2902,Cryo electron microscopy of actively translating         human polysomes (POST-i2 state).,7.4,,,
EMD-2903,Cryo electron microscopy of actively translating human polysomes (POST-i3 state).,6.7,,,
EMD-2905,Cryo electron microscopy of actively translating human polysomes (rotated-2 PRE state).,5.4,,,
EMD-2906,Cryo electron microscopy of actively translating human polysomes (PRE* state).,9.5,,,
EMD-2910,Cryo electron microscopy of actively translating human polysomes (pre-recycling state).,8.0,,,
EMD-2909,Cryo electron microscopy of actively translating human polysomes (classical-1 PRE state).,7.1,,,
EMD-2908,Cryo electron microscopy of actively translating human polysomes (decoding/post-hydrolysis state).,7.1,,,
EMD-2907,Cryo electron microscopy of actively translating human polysomes (classical iPRE state).,9.2,,,
EMD-6329,Electron cryo-microscopy of the 73S Neurospora crassa mitochondrial ribosome,7.5,,,
EMD-2917,"EM structure of ribosome-SRP-FtsY complex in ""closed"" state",5.7,5aka,,
EMD-2845,40S-eIF1-eIF1A-eIF3-eIF3j translation initiation complex from Lachancea kluyveri,6.47,4uer,"A0A0J9X230,A0A0J9X229,A0A0J9X208,A0A0J9X231","A0A0J9X230,A0A0J9X229,A0A0J9X208,A0A0J9X231"
EMD-2810,Cryo-EM structures of ribosomal 80S complexes with termination factors and cricket paralysis virus IRES reveal the IRES in the translocated state,8.7,"4d5n,4d5l,4d5y",P62495,P62495
EMD-2813,Cryo-EM structures of ribosomal 80S complexes with termination factors and cricket paralysis virus IRES reveal the IRES in the translocated state,8.9,"4d61,4d67","Q8IYD1,P62495","Q8IYD1,P62495"
EMD-2812,Electron cryo-microscopy of Rqc2 bound to yeast 60S ribosome,5.0,,,
EMD-6169,"Electron cryo-microscopy of Rqc2 bound to yeast 60S ribosome, Rqc2-focused alignment",6.7,,,
EMD-6172,Electron cryo-microscopy of Tif6p bound to peptidyl-tRNA-60S ribosomes,5.4,,,
EMD-6171,Electron cryo-microscopy of peptidyl-tRNA bound to yeast 60S ribosome,5.9,,,
EMD-6176,Electron cryo-microscopy of RQC particles purified from Rqc2-deletion yeast strain,8.4,,,
EMD-6170,"Electron cryo-microscopy of Ltn1, Rqc2 bound to yeast 60S ribosome",8.2,,,
EMD-6211,Cryo-EM structure of ribosomal protein S1 on the ribosome,9.5,,,
EMD-6149,Electron cryo-microscopy structure of EngA bound with the 50S ribosomal subunit,5.0,3j8g,P0A6P5,P0A6P5
EMD-2797,single-particle cryo reconstruction of the Large Ribosomal subunit-associated protein Quality Control (RQC) complex,9.6,,,
EMD-6105,Cryo-EM Structure of the 80S-RAC complex from yeast,7.2,,,
EMD-6104,Cryo-EM Structure of the 80S-RAC complex from yeast,5.2,,,
EMD-5977,Structures of yeast 80S ribosome-tRNA complexes in the rotated and non-rotated conformations (Class I - 2 tRNA in non-rotated conformation),6.3,3j78,,
EMD-5976,Structures of yeast 80S ribosome-tRNA complexes in the rotated and non-rotated conformations (Class II - 1 tRNA in rotated conformation),6.2,3j77,,
EMD-2683,Mammalian 80S-HCV-IRES initiation complex with eIF5B POST-like state,9.5,4ujc,U3KLT5,U3KLT5
EMD-2682,Mammalian 80S-HCV-IRES initiation complex with eIF5B PRE-like state,8.9,4ujd,U3KLT5,U3KLT5
EMD-2705,A structural model of the active ribosome-bound membrane protein insertase YidC,8.0,4utq,P25714,P25714
EMD-2598,Cryo-EM of a termination/pre-recycling complex with eRF1 and ABCE1,8.75,4crm,Q03195,Q03195
EMD-2597,Cryo-EM of a pretermination complex with eRF1 and eRF3,9.15,4crn,,
EMD-2621,PRE-translocational (classical-1) 80S ribosomal state of Regulation of the mammalian elongation cycle by 40S subunit rolling: a eukaryotic-specific ribosome rearrangement,7.6,,,
EMD-2622,PRE-translocational (classical-2) 80S ribosomal state of Regulation of the mammalian elongation cycle by 40S subunit rolling: a eukaryotic-specific ribosome rearrangement,7.5,,,
EMD-2620,POST-translocational 80S ribosomal state of Regulation of the mammalian elongation cycle by 40S subunit rolling: a eukaryotic-specific ribosome rearrangement,6.9,4uje,,
EMD-2623,Sampling intermediate of Regulation of the mammalian elongation cycle by 40S subunit rolling: a eukaryotic-specific ribosome rearrangement,8.7,4cxg,P68105,P68105
EMD-2624,Recognition intermediate of Regulation of the mammalian elongation cycle by 40S subunit rolling: a eukaryotic-specific ribosome rearrangement,8.9,4cxh,P68105,P68105
EMD-5941,Cryo-EM structure of the small subunit of the mammalian mitochondrial ribosome,7.0,3jcq,,
EMD-2446,Visualization of a polytopic membrane protein egressing from the SecY complex - Electron cryo-microscopy of an tightly coupled RNC-SecY complex,7.28,5abb,"P0AGA2,B7MIW7","P0AGA2,B7MIW7"
EMD-5943,Cryo-EM Map of a yeast ribosome bound to the TSV IRES (Class I),6.1,3j6y,,
EMD-5942,Cryo-EM Map of a yeast ribosome bound to the TSV IRES (Class II),6.1,3j6x,,
EMD-2605,Cryo-EM structures of the 50S ribosome subunit bound with ObgE,5.5,4csu,P42641,P42641
EMD-5771,Electron cryo-microscopy of an ErmBL-stalled E. coli 70S ribosome,6.6,3j5l,,
EMD-2528,Arx1 pre-60S particle,8.7,4v7f,,
EMD-2564,Cryo-EM of SecA-70S complex,8.8,,,
EMD-2512,Cryo-EM of the Sec61-complex bound to an 80S-RNC engaged with an membrane-inserting LepM chain,7.8,4cg6,,
EMD-2511,Cryo-EM of the Sec61-complex bound to an 80S-RNC engaged with a translocating LepT chain,7.4,4cg5,,
EMD-2510,Cryo-EM of the Sec61-complex bound to the idle 80S ribosome,6.9,4cg7,P38377,P38377
EMD-2523,Structure of the mammalian oligosaccharyl-transferase complex in the native ER protein translocon,9.3,,,
EMD-5784,EttA-bound E. coli 70S ribosome complex containing P-site tRNA and A-site tRNA,7.5,3j5s,P0A9W3,P0A9W3
EMD-5841,EttA-bound E. coli 70S ribosome complex containing P-site tRNA and A-site tRNA (raw map),7.5,,P0A9W3,P0A9W3
EMD-5842,EttA-bound E. coli 70S ribosome complex containing P-site tRNA (raw map),9.1,,P0A9W3,P0A9W3
EMD-5843,EttA-bound E. coli 70S ribosome complex (raw map),7.7,,P0A9W3,P0A9W3
EMD-5785,EttA-bound E. coli 70S ribosome complex containing P-site tRNA,9.1,,P0A9W3,P0A9W3
EMD-5786,EttA-bound E. coli 70S ribosome complex,7.7,,P0A9W3,P0A9W3
EMD-5801,Structure of the mammalian ribosomal pre-termination complex associated with eRF1-eRF3-GDPNP,9.7,3j5y,"P62495,P15170","P62495,P15170"
EMD-5796,Structure of the Ribosome with Elongation Factor G Trapped in the Pre-Translocation State,5.9,,,
EMD-5800,Structure of the Ribosome with Elongation Factor G Trapped in the Pre-Translocation State,7.6,4v7d,P0A6M8,P0A6M8
EMD-5799,Structure of the Ribosome with Elongation Factor G Trapped in the Pre-Translocation State,7.6,4v7c,,
EMD-5797,Structure of the Ribosome with Elongation Factor G Trapped in the Pre-Translocation State,6.2,,P0A6M8,P0A6M8
EMD-5798,Structure of the Ribosome with Elongation Factor G Trapped in the Pre-Translocation State,7.3,,P0A6M8,P0A6M8
EMD-5775,Cryo-EM reconstruction of a authentic 70S-tRNA2-mRNA-EF-G translocation intermediate,6.8,4v7b,P0A6M8,P0A6M8
EMD-2422,Molecular architecture of the 80S-eIF5B-Met-itRNAMet Eukaryotic Translation Initiation Complex,6.6,4v8z,,
EMD-2450,Cryo-EM map of the CSFV IRES in complex with the small ribosomal 40S subunit and DHX29,8.5,4c4q,,
EMD-2451,"Cryo-EM structure of the CSFV IRES in complex with eIF3, small ribosomal 40S subunit and DHX29",9.3,,,
EMD-5691,Structure of the SecY protein translocation channel in action,9.0,4v4n,,
EMD-5692,Structure of the SecY protein translocation channel in action,9.5,3j45,,
EMD-5591,Electron cryo-microscopy of Drosophila melanogaster EF2- and Vig2-bound 80S ribosome,6.0,4v6w,,
EMD-5592,Electron cryo-microscopy of human 80S ribosome,5.0,4v6x,,
EMD-5562,tetracycline resistance protein Tet(O) bound to the ribosome,9.8,4v6v,,
EMD-2179,Electron cryo-microscopy of C. thermophilum RAC bound to the 80S ribosome,9.6,,,
EMD-2239,Cryo-electron microscopy structure of the Trypanosoma brucei 80S ribosome,5.57,4v8m,,
EMD-2277,Ribosome structures to near-atomic resolution from thirty thousand cryo-EM particles,5.1,,,
EMD-2169,Cryo-EM structure of the 60S-Arx1-Rei1 complex,8.1,4v8t,Q03862,Q03862
EMD-2183,Structural basis for TetM-mediated tetracycline resistance,7.2,3j25,P21598,P21598
EMD-5386,tmRNA translocation and MLD-loading on the ribosome: a 70S-tmRNA-EF-G complex,8.3,4v6t,,
EMD-1917,Intermediate binding positions of RRF and EF-G on the post-termination complex,9.9,3j0e,P0A6M8,P0A6M8
EMD-2010,3D reconstruction of a translating yeast 80S ribosome in complex with Dom34p and Rli1p,7.2,3j16,,
EMD-2009,3D reconstruction of an archaeal 70S ribosome in complex with aPelota and aABCE1,6.6,3j15,,
EMD-2008,3D reconstruction of a translating yeast 80S ribosome in complex with Dom34p and Rli1p,7.2,,,
EMD-2012,The Cryo-EM Structure of the Archaeal 50S Ribosomal Subunit in Complex with Initiation Factor 6,6.6,4adx,O27648,O27648
EMD-1830,SecM-stalled ribosomes adopt an altered geometry at the peptidyltransferase center,6.0,,,
EMD-1884,RsgA-30S ribosomal subunit-GMPPNP complex,9.8,2ykr,P39286,P39286
EMD-5327,Cryo EM reconstruction of mammalian 80S ribosome in classic PRE state 2,9.0,3j0o,,
EMD-5326,Cryo EM reconstruction of mammalian 80S ribosome in classic PRE state 1,9.8,3j0l,,
EMD-1651,Cryo-EM structure of the programmed yeast 80 ribosome bound the Ssh1 complex,6.1,,,
EMD-1829,SecM-stalled ribosomes adopt an altered geometry at the peptidyltransferase center,5.6,,,
EMD-1811,Yeast 80S ribosome stalled by a stem-loop containing mRNA in complex with Dom34-Hbs1. The dataset is computationally sorted for presence of P-site tRNA and Dom34-Hbs1.,9.5,3izq,,
EMD-1812,Yeast 80S ribosome stalled by a stem-loop containing mRNA in complex with Dom34-Hbs1. The dataset is computationally sorted for absence of P-site tRNA and the presence of Dom34-Hbs1 complex.,9.4,,,
EMD-1724,Ribosome dynamics and tRNA movement as visualized by time-resolved electron cryomicroscopy,9.0,4v7a,,
EMD-1849,Cognate 70S-TC complex,8.25,4v6k,P0CE48,P0CE48
EMD-1858,Structure of the ribosome-SecYE complex in  the membrane environment,7.1,4v6m,,
EMD-1669,Cryo-EM structures of the idle yeast Ssh1 complex bound to the yeast 80S ribosome,8.8,"4v6i,3izd",,
EMD-1667,Cryo-EM structure of the active yeast Ssh1 complex bound to the programmed yeast 80S ribosome bearing a P-site tRNA,8.6,2ww9,,
EMD-1668,Cryo-EM structure of the active yeast 80S ribosome bearing a P-site tRNA and with the rRNA expansion segment ES27 in the exit conformation,7.9,,,
EMD-1780,High-resolution Cryo-EM structure of a programmed wheat germ ribosome,5.5,4v7e,,
EMD-1798,tRNA translocation on the 70S ribosome: the pre-translocational translocation intermediate TI(PRE),7.8,4v5m,,
EMD-1799,tRNA translocation on the 70S ribosome: the post-translocational translocation intermediate TI(POST),7.6,4v5n,,
EMD-1657,Structural insight into nascent polypeptide chain-mediated translational stalling,5.8,4v5h,,
EMD-1652,Cryo-EM structure of the mammalian Sec61 complex bound to the actively translating wheat germ 80S ribosome,6.48,2wwb,,
EMD-1767,AAP-stalled wheat germ 80S ribosome,6.7,,,
EMD-1768,CMV-stalled wheat germ 80S ribosome,6.5,,,
EMD-1565,"Recognition of Phe-tRNAPhe, Trp-tRNATrp and  : a common molecular mechanism for aminoacyl-tRNA selection revealed by cryo-EM",9.0,3eq3,,
EMD-5125,"PSRP1 is not a bona fide ribosomal protein, but a stress response factor",9.8,,,
EMD-1664,Alpha-helical nascent polypeptide chains visualized within distinct regions of the ribosomal exit tunnel,7.1,,,
EMD-1666,Alpha-helical nascent polypeptide chains visualized within distinct regions of the ribosomal exit tunnel,7.1,,,
EMD-1665,Alpha-helical nascent polypeptide chains visualized within distinct regions of the ribosomal exit tunnel,7.3,,,
EMD-1417,Cryo-EM study of the Spinach chloroplast 					ribosome reveals the structural and functional roles of 					plastid-specific ribosomal proteins,9.4,4v61,,
EMD-1541,Visualization of the hybrid state of tRNA binding promoted by spontaneous ratcheting of the ribosome,8.9,,,
EMD-1484,Ribosome Binding of a Single Copy of the SecY Complex: Implications for Protein Translocation,9.6,"3bo0,3bo1",,
EMD-5036,Aminoacyl-tRNA-EF-Tu-GDP-kir ternary complex-bound E. coli 70S ribosome,6.7,4v69,P0CE47,P0CE47
EMD-5030,"GTPase activation of elongation factor EF-Tu by the ribosome during decoding: a cryo-EM structure of the  Thermus thermophilus ribosome in which the ternary complex of EF-Tu, tRNA and guanine nucleotide has been trapped on the ribosome with the antibiotic kirromycin.",6.4,4v68,,
EMD-1528,Single copies of Sec61 and TRAP associate with a nontranslating mammalian ribosome,8.7,3dkn,,
EMD-1523,Cryo-EM structure of prokaryotic 30S Translation Initiation Complex.,8.7,,,
EMD-1480,3D structure of the canine 80S ribosome,8.7,4v5z,,
EMD-1264,Following the signal sequence from ribosomal tunnel exit to signal recognition particle.,8.7,2j37,P09132,P09132
EMD-1217,Signal recognition particle receptor exposes the ribosomal translocon binding site.,7.4,2go5,,
EMD-1315,Structural basis for interaction of the ribosome with the switch regions of GTP-bound elongation factors.,7.3,2om7,P13551,P13551
EMD-1430,Specific interaction between EF-G and RRF and its implication for GTP-dependent ribosome splitting into subunits.,9.1,2rdo,"P0A805,P0A6M8","P0A805,P0A6M8"
EMD-1285,Structure of the ribosome-bound cricket paralysis virus IRES RNA.,7.3,2noq,,
EMD-1263,Following the signal sequence from ribosomal tunnel exit to signal recognition particle.,9.1,2j28,,
EMD-1261,Following the signal sequence from ribosomal tunnel exit to signal recognition particle.,9.5,2j28,P0AGD7,P0AGD7
EMD-1343,Structures of modified eEF2 80S ribosome complexes reveal the role of GTP hydrolysis in translocation.,9.7,2p8x,,
EMD-1345,Structures of modified eEF2 80S ribosome complexes reveal the role of GTP hydrolysis in translocation.,8.9,2p8z,,
EMD-1125,Localization and dynamic behavior of ribosomal protein L30e.,9.5,1ysh,,
EMD-1233,Structure of eEF3 and the mechanism of transfer RNA release from the E-site.,9.9,2ix8,P16521,P16521
EMD-1056,Incorporation of aminoacyl-tRNA into the ribosome as seen by cryo-electron microscopy.,9.0,"1qzb,1qzc,1r2w",,
EMD-1055,Locking and unlocking of ribosomal motions.,9.0,"1qza,1qzd,1r2x",P0CE48,P0CE48
EMD-1019,The Escherichia coli large ribosomal subunit at 7.5 A resolution.,7.5,,,
