emdb_id,title,resolution,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD,Q-score,atom_inclusion,recommended_contour_level
EMD-44463,80S ribosome with angiogenin and tRNAAla,3.1,9bdn,"G1T6D1,U3KPD5,G1SWI6,G1SIZ2,G1SE76,G1TKB3,G1SPK4,G1SY53,G1SKF7,G1TM55,G1SNY0,G1TT27,G1TNM3,G1T0C1,G1TSG1,G1TTQ5,G1TFM5,G1TA47,G1TXF6,G1TUB8,G1TDL2,G1U7L1,G1SP51,P19949,G1SGX4,G1T1F0,G1SHG0,G1SGR6,G1SJB4,G1TYL6,G1SV32,G1TM82,G1U7M4,A0A087WNH4,G1SMR7,G1U0Q2,G1SCJ6,A0A5F9DCT1,G1TUN8,G1U001,G1TL06,G1TU13,G1TJH8,G1TPV3,G1TDB3,G1SF08,G1TN62,G1TFE8,G1TIB4,G1SFR8,B7NZQ2,G1SIT5,G1SQH0,G1TTY7,G1T3D8,O18789,G1TJW1,G1TTN1,P0DXC2,G1TPG3,G1TRM4,G1STW0,B7NZS8,G1TFE0,G1SS70,G1TZ76,G1SZ47,G1SVB0,G1SZ12,G1TG89,G1SE28,G1T8A2,G1SHQ2,A0A5F9D391,P03950,G1TXG5,G1TVS8","O18789,G1TJW1,G1TTN1,G1TDL2,G1U7L1,G1TL06,G1T6D1,P19949,G1STW0,G1TRM4,G1SP51,G1TU13,G1TPG3,G1T3D8,G1U001,U3KPD5,B7NZS8,G1SWI6,G1SGX4,G1TFE0,G1TJH8,G1T1F0,G1SHG0,G1SGR6,G1TPV3,G1TDB3,G1SJB4,G1SS70,G1SIZ2,G1SE76,G1SF08,G1TZ76,G1TN62,G1TKB3,G1SZ47,G1SPK4,G1SY53,G1TYL6,G1SKF7,G1SV32,G1SVB0,G1TFE8,G1TM55,G1TXG5,G1SZ12,G1TM82,G1TG89,G1TIB4,G1U7M4,A0A087WNH4,G1SE28,G1SNY0,G1TT27,G1SMR7,G1TNM3,G1T0C1,G1SFR8,G1U0Q2,G1T8A2,B7NZQ2,G1SCJ6,G1SHQ2,G1SIT5,G1TSG1,G1TTQ5,G1TFM5,A0A5F9DCT1,G1SQH0,G1TUN8,A0A5F9D391,P03950,G1TA47,G1TTY7,G1TXF6,G1TUB8,G1TVS8",0.469,0.861,3.2
EMD-36854,Cryo-EM structure of 30S ribosome with cleaved AP-mRNA bound complex I,3.88,8k3o,"P02358,P0A7W1,P02359,P0AG59,P0A7T3,P0A7S3,P0A7T7,P0A7X3,P0AG63,P0ADZ4,P0A7R5,P0A7W7,P0A7V8,P0A7V3,P0A7U3,P0A7U7,P0A7S9,P0A7R9,P68679,P0A7V0","P02358,P0A7W1,P02359,P0AG59,P0A7T3,P0A7S3,P0A7T7,P0A7X3,P0AG63,P0ADZ4,P0A7R5,P0A7W7,P0A7V8,P0A7V3,P0A7U3,P0A7U7,P0A7S9,P0A7R9,P68679,P0A7V0",0.307,0.95,0.02
EMD-36883,Cryo-EM structure of 30S ribosome with cleaved AP-mRNA bound complex-II,3.4,8k4e,"P02358,P0A7W1,P02359,P0AG59,P0A7T3,P0A7S3,P0A7T7,P0A7X3,P0AG63,P0ADZ4,P0A7R5,P0A7W7,P0A7V8,P0A7V3,P0A7U3,P0A7U7,P0A7S9,P0A7R9,P68679,P0A7V0","P02358,P0A7W1,P02359,P0AG59,P0A7T3,P0A7S3,P0A7T7,P0A7X3,P0AG63,P0ADZ4,P0A7R5,P0A7W7,P0A7V8,P0A7V3,P0A7U3,P0A7U7,P0A7S9,P0A7R9,P68679,P0A7V0",0.369,0.97,0.02
EMD-29627,"Cryo-EM structure of an E. coli non-rotated ribosome termination complex bound with RF3-GDPCP, RF1, P- and E-site tRNAPhe (Composite state II-A)",3.1,8fzg,"C3SFQ7,A0A0E2L017,A0A1X3LT86,A0A1X3KWX7,P0A7M9,B7MGC4,P0A7W1,A0A1X3LC97,P02359,B7MAS6,P0A7L8,V0ANK5,U9Y9G2,S1E9N8,V0YZK9,A0A0E2KXL3,A1AGK6,F4NQ61,U9Y6H3,S1EW51,A0A1X3JA73,V0AJX1,A0A0F1AUC4,J7QM75,D8EB41,P0A7I4,C3TCZ2,P0A7J3,C3SSG2,U9Y6C4,A0A140N5A3,S1EA57,P60422,C3TRH7,A0A0E2L2J1,P0A7V8,C3SYP2,C3SR17,A0A7U9IV78,D7XKZ3,V0YKA9,D7XI28,D6IEL0,P0A7Q1,S1NW45,D7XH79,B7MCS9,E6BI61,P0A7J7,A0A0H3PWX2,P61175,A0A8E0MHL6,Q1R630","C3SFQ7,A0A0E2L017,A0A1X3LT86,A0A1X3KWX7,P0A7M9,B7MGC4,P0A7W1,A0A1X3LC97,P02359,B7MAS6,P0A7L8,V0ANK5,U9Y9G2,S1E9N8,V0YZK9,A0A0E2KXL3,A1AGK6,F4NQ61,U9Y6H3,S1EW51,A0A1X3JA73,V0AJX1,A0A0F1AUC4,J7QM75,D8EB41,P0A7I4,C3TCZ2,P0A7J3,C3SSG2,U9Y6C4,A0A140N5A3,S1EA57,P60422,C3TRH7,A0A0E2L2J1,P0A7V8,C3SYP2,C3SR17,A0A7U9IV78,D7XKZ3,V0YKA9,D7XI28,D6IEL0,P0A7Q1,S1NW45,D7XH79,B7MCS9,E6BI61,P0A7J7,A0A0H3PWX2,P61175,Q1R630",0.537,0.849,3.7
EMD-29621,"Cryo-EM structure of an E. coli non-rotated ribosome termination complex bound with RF1, P- and E-site tRNAPhe (State I-A)",3,8fze,"C3SFQ7,A0A0E2L017,A0A1X3LT86,A0A1X3KWX7,P0A7M9,B7MGC4,P0A7W1,A0A1X3LC97,P02359,B7MAS6,P0A7L8,V0ANK5,U9Y9G2,S1E9N8,V0YZK9,A0A0E2KXL3,A1AGK6,F4NQ61,U9Y6H3,S5NDE9,S1EW51,A0A1X3JA73,V0AJX1,A0A0F1AUC4,J7QM75,D8EB41,P0A7J3,C3TCZ2,C3SSG2,U9Y6C4,A0A140N5A3,S1EA57,P60422,C3TRH7,A0A0E2L2J1,P0A7V8,C3SYP2,C3SR17,A0A7U9IV78,D7XKZ3,V0YKA9,D7XI28,D6IEL0,P0A7Q1,S1NW45,D7XH79,B7MCS9,E6BI61,P0A7J7,A0A0H3PWX2,P61175,A0A8E0MHL6","C3SFQ7,A0A0E2L017,A0A1X3LT86,A0A1X3KWX7,P0A7M9,B7MGC4,P0A7W1,A0A1X3LC97,P02359,B7MAS6,P0A7L8,V0ANK5,U9Y9G2,S1E9N8,V0YZK9,A0A0E2KXL3,A1AGK6,F4NQ61,U9Y6H3,S5NDE9,S1EW51,A0A1X3JA73,V0AJX1,A0A0F1AUC4,J7QM75,D8EB41,P0A7J3,C3TCZ2,C3SSG2,U9Y6C4,A0A140N5A3,S1EA57,P60422,C3TRH7,A0A0E2L2J1,P0A7V8,C3SYP2,C3SR17,A0A7U9IV78,D7XKZ3,V0YKA9,D7XI28,D6IEL0,P0A7Q1,S1NW45,D7XH79,B7MCS9,E6BI61,P0A7J7,A0A0H3PWX2,P61175",0.511,0.982,0.15
EMD-29620,"Cryo-EM structure of an E. coli non-rotated ribosome termination complex bound with apoRF3, RF1, P- and E-site tRNAPhe (Composite state I-B)",3.1,8fzd,"C3SFQ7,A0A0E2L017,A0A1X3LT86,A0A1X3KWX7,P0A7M9,B7MGC4,P0A7W1,A0A1X3LC97,P02359,B7MAS6,P0A7L8,V0ANK5,U9Y9G2,S1E9N8,V0YZK9,A0A0E2KXL3,A1AGK6,F4NQ61,U9Y6H3,S1EW51,A0A1X3JA73,V0AJX1,A0A0F1AUC4,J7QM75,D8EB41,P0A7I4,C3TCZ2,P0A7J3,C3SSG2,U9Y6C4,A0A140N5A3,S1EA57,P60422,C3TRH7,A0A0E2L2J1,P0A7V8,C3SYP2,C3SR17,A0A7U9IV78,D7XKZ3,V0YKA9,D7XI28,D6IEL0,P0A7Q1,S1NW45,D7XH79,B7MCS9,E6BI61,P0A7J7,A0A0H3PWX2,P61175,A0A8E0MHL6,Q1R630","C3SFQ7,A0A0E2L017,A0A1X3LT86,A0A1X3KWX7,P0A7M9,B7MGC4,P0A7W1,A0A1X3LC97,P02359,B7MAS6,P0A7L8,V0ANK5,U9Y9G2,S1E9N8,V0YZK9,A0A0E2KXL3,A1AGK6,F4NQ61,U9Y6H3,S1EW51,A0A1X3JA73,V0AJX1,A0A0F1AUC4,J7QM75,D8EB41,P0A7I4,C3TCZ2,P0A7J3,C3SSG2,U9Y6C4,A0A140N5A3,S1EA57,P60422,C3TRH7,A0A0E2L2J1,P0A7V8,C3SYP2,C3SR17,A0A7U9IV78,D7XKZ3,V0YKA9,D7XI28,D6IEL0,P0A7Q1,S1NW45,D7XH79,B7MCS9,E6BI61,P0A7J7,A0A0H3PWX2,P61175,Q1R630",0.552,0.886,3.5
EMD-29631,Cryo-EM structure of an E. coli rotated ribosome bound with RF3-GDPCP and p/E-tRNAPhe (Composite state II-B),3.1,8fzi,"C3SFQ7,A0A0E2L017,A0A1X3LT86,A0A1X3KWX7,P0A7M9,B7MGC4,P0A7W1,A0A1X3LC97,P02359,B7MAS6,P0A7L8,V0ANK5,U9Y9G2,S1E9N8,A0A0E2KXL3,A1AGK6,F4NQ61,U9Y6H3,S1EW51,A0A1X3JA73,V0AJX1,A0A0F1AUC4,J7QM75,D8EB41,P0A7I4,P0A7J3,C3SSG2,U9Y6C4,A0A140N5A3,S1EA57,P60422,C3TRH7,A0A0E2L2J1,P0A7V8,C3SYP2,C3SR17,A0A7U9IV78,D7XKZ3,V0YKA9,D7XI28,D6IEL0,P0A7Q1,S1NW45,D7XH79,B7MCS9,E6BI61,P0A7J7,A0A0H3PWX2,P61175,A0A8E0MHL6,Q1R630","C3SFQ7,A0A0E2L017,A0A1X3LT86,A0A1X3KWX7,P0A7M9,B7MGC4,P0A7W1,A0A1X3LC97,P02359,B7MAS6,P0A7L8,V0ANK5,U9Y9G2,S1E9N8,A0A0E2KXL3,A1AGK6,F4NQ61,U9Y6H3,S1EW51,A0A1X3JA73,V0AJX1,A0A0F1AUC4,J7QM75,D8EB41,P0A7I4,P0A7J3,C3SSG2,U9Y6C4,A0A140N5A3,S1EA57,P60422,C3TRH7,A0A0E2L2J1,P0A7V8,C3SYP2,C3SR17,A0A7U9IV78,D7XKZ3,V0YKA9,D7XI28,D6IEL0,P0A7Q1,S1NW45,D7XH79,B7MCS9,E6BI61,P0A7J7,A0A0H3PWX2,P61175,Q1R630",0.534,0.877,3
EMD-29634,Cryo-EM structure of an E. coli rotated ribosome bound with RF3-GDPCP and p/E-tRNAPhe (Composite state II-C),3,8fzj,"C3SFQ7,A0A0E2L017,A0A1X3LT86,A0A1X3KWX7,P0A7M9,B7MGC4,P0A7W1,A0A1X3LC97,P02359,B7MAS6,A0A0A0GZD3,P0A7L8,V0ANK5,U9Y9G2,S1E9N8,A0A0E2KXL3,A1AGK6,F4NQ61,U9Y6H3,S5NDE9,S1EW51,A0A1X3JA73,V0AJX1,A0A0F1AUC4,J7QM75,D8EB41,P0A7J3,C3SSG2,U9Y6C4,A0A140N5A3,S1EA57,P60422,C3TRH7,A0A0E2L2J1,P0A7V8,C3SYP2,C3SR17,A0A7U9IV78,D7XKZ3,V0YKA9,D7XI28,D6IEL0,P0A7Q1,S1NW45,D7XH79,B7MCS9,E6BI61,P0A7J7,A0A0H3PWX2,P61175,A0A8E0MHL6","C3SFQ7,A0A0E2L017,A0A1X3LT86,A0A1X3KWX7,P0A7M9,B7MGC4,P0A7W1,A0A1X3LC97,P02359,B7MAS6,A0A0A0GZD3,P0A7L8,V0ANK5,U9Y9G2,S1E9N8,A0A0E2KXL3,A1AGK6,F4NQ61,U9Y6H3,S5NDE9,S1EW51,A0A1X3JA73,V0AJX1,A0A0F1AUC4,J7QM75,D8EB41,P0A7J3,C3SSG2,U9Y6C4,A0A140N5A3,S1EA57,P60422,C3TRH7,A0A0E2L2J1,P0A7V8,C3SYP2,C3SR17,A0A7U9IV78,D7XKZ3,V0YKA9,D7XI28,D6IEL0,P0A7Q1,S1NW45,D7XH79,B7MCS9,E6BI61,P0A7J7,A0A0H3PWX2,P61175",0.545,0.881,3
EMD-36839,"Cryo-EM structure of the yeast 80S ribosome with tigecycline, eEF2, Stm1 and eIF5A",3.2,8k2d,"P0CX37,P04650,P26784,P38011,P32905,P0CX23,P0CX84,P05756,P0CX45,P0CX82,P49167,P05749,P17076,P49166,P0CX39,P04449,P04456,P26783,P06367,P10664,Q02753,P26321,P38701,P0CX31,P14126,P39015,Q02326,P05745,P26786,P05738,P0C2H6,P48589,P05740,Q3E7X9,P0CX86,P38061,P0C0W9,P05747,P05744,P0C2H8,P0CX41,P0CX47,P0CX35,P41057,P41805,P02407,Q01855,P05743,P39939,P05748,P87262,P02406,Q3E792,P14120,P0CX53,P0CX27,P0CX29,P0CX49,P0C0W1,Q12690,P05317,O13516,P0C0V8,P33442,Q08745,P23301,P05737,P0CX51,P35997,P0CX43,P07280,P0CX33,P32324,P25443,P36105,P0CX55,P05759,P05750,P0CH08,P0CX25","P0CX37,P04650,P26784,P38011,P32905,P0CX23,P0CX84,P05756,P0CX45,P0CX82,P49167,P05749,P17076,P49166,P0CX39,P04449,P04456,P26783,P06367,P10664,Q02753,P26321,P38701,P0CX31,P14126,P39015,Q02326,P05745,P26786,P05738,P0C2H6,P48589,P05740,Q3E7X9,P0CX86,P38061,P0C0W9,P05747,P05744,P0C2H8,P0CX41,P0CX47,P0CX35,P41057,P41805,P02407,Q01855,P05743,P39939,P05748,P87262,P02406,Q3E792,P14120,P0CX53,P0CX27,P0CX29,P0CX49,P0C0W1,Q12690,P05317,O13516,P0C0V8,P33442,Q08745,P23301,P05737,P0CX51,P35997,P0CX43,P07280,P0CX33,P32324,P25443,P36105,P0CX55,P05759,P05750,P0CH08,P0CX25",0.423,0.9,0.02
EMD-38631,"Cryo-EM structure of the human 80S ribosome with Tigecycline, E-tRNA and P-tRNA",3.2,8xsz,"P46777,P61313,P62273,P62847,P47914,P62263,P08708,P62266,P30050,Q02543,P62854,P62701,P62913,P36578,P05388,P46776,P62750,P50914,P62857,P46778,P61353,P61254,P46781,P26373,P62241,P62917,Q9UQ80,P39023,P18621,P63220,P49207,P40429,P46782,P62841,P83881,Q02878,P84098,P62891,P63173,P32969,Q8NC51,P61927,P62888,P62081,P23396,P62280,P46783,P25398,P62861,P62987,P62899,P62249,P62277,P62424,P62979,P27635,Q9Y3U8,Q07020,P42766,P62851,P62753,P39019,P18124,P61247,P35268,P62244,P62829,P08865,P63244,P62910,P61513,P46779,P62945,P15880,P83731,P42677,P18077,P62269,P60866","P46777,P61313,P62273,P62847,P47914,P62263,P08708,P62266,P30050,Q02543,P62854,P62701,P62913,P36578,P05388,P46776,P62750,P50914,P62857,P46778,P61353,P61254,P46781,P26373,P62241,P62917,Q9UQ80,P39023,P18621,P63220,P49207,P40429,P46782,P62841,P83881,Q02878,P84098,P62891,P63173,P32969,Q8NC51,P61927,P62888,P62081,P23396,P62280,P46783,P25398,P62861,P62987,P62899,P62249,P62277,P62424,P62979,P27635,Q9Y3U8,Q07020,P42766,P62851,P62753,P39019,P18124,P61247,P35268,P62244,P62829,P08865,P63244,P62910,P61513,P46779,P62945,P15880,P83731,P42677,P18077,P62269,P60866",,,0.01
EMD-36945,"Cryo-EM structure of the yeast 80S ribosome with tigecycline, Not5 and P-site tRNA",3,8k82,"P0CX37,P04650,P26784,P38011,P32905,P0CX23,P0CX84,P05756,P0CX45,P0CX82,P49167,P05749,P17076,P49166,P0CX39,P04449,P04456,P26783,P06367,P10664,Q02753,P26321,P38701,P0CX31,P14126,Q02326,P05745,P26786,P05738,P0C2H6,P48589,P05740,Q3E7X9,P0CX86,P38061,P0C0W9,P05747,P05744,P0C2H8,P0CX41,P0CX47,P0CX35,P41057,P41805,Q12514,P02407,Q01855,P05743,P39939,P05748,P87262,P02406,Q3E792,P14120,P0CX53,P0CX27,P0CX29,P0CX49,P0C0W1,Q12690,P05317,O13516,P0C0V8,P33442,Q08745,P05737,P0CX51,P35997,P0CX43,P07280,P0CX33,P25443,P36105,P0CX55,P05759,P05750,P0CH08,P0CX25","P0CX37,P04650,P26784,P38011,P32905,P0CX23,P0CX84,P05756,P0CX45,P0CX82,P49167,P05749,P17076,P49166,P0CX39,P04449,P04456,P26783,P06367,P10664,Q02753,P26321,P38701,P0CX31,P14126,Q02326,P05745,P26786,P05738,P0C2H6,P48589,P05740,Q3E7X9,P0CX86,P38061,P0C0W9,P05747,P05744,P0C2H8,P0CX41,P0CX47,P0CX35,P41057,P41805,Q12514,P02407,Q01855,P05743,P39939,P05748,P87262,P02406,Q3E792,P14120,P0CX53,P0CX27,P0CX29,P0CX49,P0C0W1,Q12690,P05317,O13516,P0C0V8,P33442,Q08745,P05737,P0CX51,P35997,P0CX43,P07280,P0CX33,P25443,P36105,P0CX55,P05759,P05750,P0CH08,P0CX25",0.453,0.933,0.01
EMD-36837,Cryo-EM structure of the human 39S mitoribosome with Tigecycline,3.4,8k2b,"Q9NRX2,Q7Z2W9,Q8IXM3,P09001,Q96DV4,Q9BYD1,Q9P015,Q5T653,Q9NX20,Q9P0M9,Q9NZE8,Q9NQ50,Q13084,Q9BQ48,Q9Y6G3,Q7Z7F7,Q9BYD3,Q96GC5,Q9NP92,O75394,A8K9D2,Q8TCC3,A8K7J6,Q9BYC8,Q13405,Q9BQC6,Q8TAE8,Q96EH3,Q9H9J2,Q9BZE1,Q6P161,Q9NVS2,P49406,Q9NYK5,Q9H2W6,Q7Z7H8,Q6P1L8,Q9BRJ2,Q9P0J6,E7ESL0,Q96A35,Q16540,Q4U2R6,Q14197,Q9HD33,Q9BYD2,Q96EL3,Q8N983,L0R8F8,Q8N5N7,Q9Y3B7,Q9BYC9,O14561","Q9NRX2,Q7Z2W9,Q8IXM3,P09001,Q96DV4,Q9BYD1,Q9P015,Q5T653,Q9NX20,Q9P0M9,Q9NZE8,Q9NQ50,Q13084,Q9BQ48,Q9Y6G3,Q7Z7F7,Q9BYD3,Q96GC5,Q9NP92,O75394,A8K9D2,Q8TCC3,A8K7J6,Q9BYC8,Q13405,Q9BQC6,Q8TAE8,Q96EH3,Q9H9J2,Q9BZE1,Q6P161,Q9NVS2,P49406,Q9NYK5,Q9H2W6,Q7Z7H8,Q6P1L8,Q9BRJ2,Q9P0J6,E7ESL0,Q96A35,Q16540,Q4U2R6,Q14197,Q9HD33,Q9BYD2,Q96EL3,Q8N983,L0R8F8,Q8N5N7,Q9Y3B7,Q9BYC9,O14561",0.477,0.728,0.02
EMD-38635,Cryo-EM structure of the human 39S mitoribosome with 10uM Tigecycline,3.1,8xt3,"Q9NRX2,Q7Z2W9,Q8IXM3,P09001,Q96DV4,Q9BYD1,Q9P015,Q5T653,Q9NX20,Q9P0M9,Q9NZE8,Q9NQ50,Q13084,Q9BQ48,Q9Y6G3,Q7Z7F7,Q9BYD3,Q96GC5,Q9NP92,O75394,A8K9D2,Q8TCC3,A8K7J6,Q9BYC8,Q13405,Q9BQC6,Q8TAE8,Q9H9J2,Q9BZE1,Q6P161,Q9NVS2,P49406,Q9NYK5,Q9H2W6,Q7Z7H8,Q6P1L8,Q9BRJ2,Q9P0J6,E7ESL0,Q96A35,Q16540,Q4U2R6,Q14197,Q9HD33,Q9BYD2,Q96EL3,Q8N983,Q8N5N7,Q9Y3B7,Q9BYC9","Q9NRX2,Q7Z2W9,Q8IXM3,P09001,Q96DV4,Q9BYD1,Q9P015,Q5T653,Q9NX20,Q9P0M9,Q9NZE8,Q9NQ50,Q13084,Q9BQ48,Q9Y6G3,Q7Z7F7,Q9BYD3,Q96GC5,Q9NP92,O75394,A8K9D2,Q8TCC3,A8K7J6,Q9BYC8,Q13405,Q9BQC6,Q8TAE8,Q9H9J2,Q9BZE1,Q6P161,Q9NVS2,P49406,Q9NYK5,Q9H2W6,Q7Z7H8,Q6P1L8,Q9BRJ2,Q9P0J6,E7ESL0,Q96A35,Q16540,Q4U2R6,Q14197,Q9HD33,Q9BYD2,Q96EL3,Q8N983,Q8N5N7,Q9Y3B7,Q9BYC9",0.467,0.927,0.01
EMD-38632,Cryo-EM structure of the human 55S mitoribosome with 5um Tigecycline,3.2,8xt0,"Q9NRX2,Q9Y2R5,Q9Y2Q9,Q96EY7,Q9H9J2,Q9Y3D9,Q7Z7H8,Q9BRJ2,P82914,E7ESL0,Q9HD33,Q9Y291,Q7Z2W9,Q96DV4,Q9BYD1,Q5T653,Q9NZE8,Q9BQ48,Q9Y6G3,Q96GC5,A8K9D2,Q8TCC3,A8K7J6,P82930,P49406,Q9Y3D5,Q9NYK5,Q92552,Q6P1L8,P82933,P82650,Q96A35,Q4U2R6,Q14197,Q92665,Q9Y3B7,Q9Y676,Q8IXM3,P09001,P82675,O60783,Q9P0M9,Q9NQ50,Q13084,Q9BYD3,P82663,O75394,P82664,P82912,Q9BYC8,Q8TAE8,Q9BQC6,Q6P161,Q9BZE1,Q9NVS2,Q9H2W6,Q9BYN8,Q96EL3,Q8N5N7,Q9BYC9,Q9P015,Q9NX20,Q9Y399,Q9NWT8,Q7Z7F7,Q9Y2R9,Q9NP92,Q13405,Q9Y3D3,Q96EL2,P51398,P82932,Q9P0J6,Q16540,P82673,Q9BYD2,Q8N983,Q96BP2,O15235,P82921","Q9NRX2,Q9Y2R5,Q9Y2Q9,Q96EY7,Q9H9J2,Q9Y3D9,Q7Z7H8,Q9BRJ2,P82914,E7ESL0,Q9HD33,Q9Y291,Q7Z2W9,Q96DV4,Q9BYD1,Q5T653,Q9NZE8,Q9BQ48,Q9Y6G3,Q96GC5,A8K9D2,Q8TCC3,A8K7J6,P82930,P49406,Q9Y3D5,Q9NYK5,Q92552,Q6P1L8,P82933,P82650,Q96A35,Q4U2R6,Q14197,Q92665,Q9Y3B7,Q9Y676,Q8IXM3,P09001,P82675,O60783,Q9P0M9,Q9NQ50,Q13084,Q9BYD3,P82663,O75394,P82664,P82912,Q9BYC8,Q8TAE8,Q9BQC6,Q6P161,Q9BZE1,Q9NVS2,Q9H2W6,Q9BYN8,Q96EL3,Q8N5N7,Q9BYC9,Q9P015,Q9NX20,Q9Y399,Q9NWT8,Q7Z7F7,Q9Y2R9,Q9NP92,Q13405,Q9Y3D3,Q96EL2,P51398,P82932,Q9P0J6,Q16540,P82673,Q9BYD2,Q8N983,Q96BP2,O15235,P82921",0.434,0.925,0.01
EMD-38630,"Cryo-EM structure of the human 80S ribosome with Tigecycline, e-tRNA and CCDC124 (40S head Swivelled)",3,8xsy,"P46777,P61313,P62273,P62847,P47914,P62263,P08708,P62266,P30050,Q02543,P62854,P62701,P62913,Q96CT7,P36578,P05388,P46776,P62750,P50914,P62857,P46778,P61353,P61254,P46781,P26373,P62241,P62917,Q9UQ80,P39023,P18621,P63220,P49207,P40429,P46782,P62841,P83881,Q02878,P84098,P62891,P63173,P32969,Q8NC51,P61927,P62888,P62081,P23396,P62280,P46783,P25398,P62861,P62987,P62899,P62249,P62277,P62424,P62979,P27635,Q9Y3U8,Q07020,P42766,P62851,P62753,P39019,P18124,P61247,P35268,P62244,P62829,P08865,P63244,P62910,P61513,P46779,P62945,P15880,P83731,P42677,P62906,P18077,P62269,P60866","P46777,P61313,P62273,P62847,P47914,P62263,P08708,P62266,P30050,Q02543,P62854,P62701,P62913,Q96CT7,P36578,P05388,P46776,P62750,P50914,P62857,P46778,P61353,P61254,P46781,P26373,P62241,P62917,Q9UQ80,P39023,P18621,P63220,P49207,P40429,P46782,P62841,P83881,Q02878,P84098,P62891,P63173,P32969,Q8NC51,P61927,P62888,P62081,P23396,P62280,P46783,P25398,P62861,P62987,P62899,P62249,P62277,P62424,P62979,P27635,Q9Y3U8,Q07020,P42766,P62851,P62753,P39019,P18124,P61247,P35268,P62244,P62829,P08865,P63244,P62910,P61513,P46779,P62945,P15880,P83731,P42677,P62906,P18077,P62269,P60866",0.471,0.802,0.01
EMD-38633,Cryo-EM structure of the human 39S mitoribosome with 5uM Tigecycline,3.1,8xt1,"Q9NRX2,Q7Z2W9,Q8IXM3,P09001,Q96DV4,Q9BYD1,Q9P015,Q5T653,Q9NX20,Q9P0M9,Q9NZE8,Q9NQ50,Q13084,Q9BQ48,Q9Y6G3,Q7Z7F7,Q9BYD3,Q96GC5,Q9NP92,O75394,A8K9D2,Q8TCC3,A8K7J6,Q9BYC8,Q13405,Q9BQC6,Q8TAE8,Q9H9J2,Q9BZE1,Q6P161,Q9NVS2,P49406,Q9NYK5,Q9H2W6,Q7Z7H8,Q6P1L8,Q9BRJ2,Q9P0J6,E7ESL0,Q96A35,Q16540,Q4U2R6,Q14197,Q9HD33,Q9BYD2,Q96EL3,Q8N983,Q8N5N7,Q9Y3B7,Q9BYC9","Q9NRX2,Q7Z2W9,Q8IXM3,P09001,Q96DV4,Q9BYD1,Q9P015,Q5T653,Q9NX20,Q9P0M9,Q9NZE8,Q9NQ50,Q13084,Q9BQ48,Q9Y6G3,Q7Z7F7,Q9BYD3,Q96GC5,Q9NP92,O75394,A8K9D2,Q8TCC3,A8K7J6,Q9BYC8,Q13405,Q9BQC6,Q8TAE8,Q9H9J2,Q9BZE1,Q6P161,Q9NVS2,P49406,Q9NYK5,Q9H2W6,Q7Z7H8,Q6P1L8,Q9BRJ2,Q9P0J6,E7ESL0,Q96A35,Q16540,Q4U2R6,Q14197,Q9HD33,Q9BYD2,Q96EL3,Q8N983,Q8N5N7,Q9Y3B7,Q9BYC9",0.472,0.924,0.01
EMD-38634,Cryo-EM structure of the human 55S mitoribosome with 10uM Tigecycline,3.3,8xt2,"Q9NRX2,Q9Y2R5,Q9Y2Q9,Q96EY7,Q9H9J2,Q9Y3D9,Q7Z7H8,Q9BRJ2,P82914,E7ESL0,Q9HD33,Q9Y291,Q7Z2W9,Q96DV4,Q9BYD1,Q5T653,Q9NZE8,Q9BQ48,Q9Y6G3,Q96GC5,A8K9D2,Q8TCC3,A8K7J6,P82930,P49406,Q9Y3D5,Q9NYK5,Q92552,Q6P1L8,P82933,P82650,Q96A35,Q4U2R6,Q14197,Q92665,Q9Y3B7,Q9Y676,Q8IXM3,P09001,P82675,O60783,Q9P0M9,Q9NQ50,Q13084,Q9BYD3,P82663,O75394,P82664,P82912,Q9BYC8,Q8TAE8,Q9BQC6,Q6P161,Q9BZE1,Q9NVS2,Q9H2W6,Q9BYN8,Q96EL3,Q8N5N7,Q9BYC9,Q9P015,Q9NX20,Q9Y399,Q9NWT8,Q7Z7F7,Q9Y2R9,Q9NP92,Q13405,Q9Y3D3,Q96EL2,P51398,P82932,Q9P0J6,Q16540,P82673,Q9BYD2,Q8N983,Q96BP2,O15235,P82921","Q9NRX2,Q9Y2R5,Q9Y2Q9,Q96EY7,Q9H9J2,Q9Y3D9,Q7Z7H8,Q9BRJ2,P82914,E7ESL0,Q9HD33,Q9Y291,Q7Z2W9,Q96DV4,Q9BYD1,Q5T653,Q9NZE8,Q9BQ48,Q9Y6G3,Q96GC5,A8K9D2,Q8TCC3,A8K7J6,P82930,P49406,Q9Y3D5,Q9NYK5,Q92552,Q6P1L8,P82933,P82650,Q96A35,Q4U2R6,Q14197,Q92665,Q9Y3B7,Q9Y676,Q8IXM3,P09001,P82675,O60783,Q9P0M9,Q9NQ50,Q13084,Q9BYD3,P82663,O75394,P82664,P82912,Q9BYC8,Q8TAE8,Q9BQC6,Q6P161,Q9BZE1,Q9NVS2,Q9H2W6,Q9BYN8,Q96EL3,Q8N5N7,Q9BYC9,Q9P015,Q9NX20,Q9Y399,Q9NWT8,Q7Z7F7,Q9Y2R9,Q9NP92,Q13405,Q9Y3D3,Q96EL2,P51398,P82932,Q9P0J6,Q16540,P82673,Q9BYD2,Q8N983,Q96BP2,O15235,P82921",0.415,0.921,0.01
