title,resolution,emdb_id,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD
"Hypopseudouridylated Ribosome bound with TSV IRES, eEF2, GDP, and sordarin, Structure I",2.72,EMD-28633,8evq,"A0A6A5PUZ5,A0A6A5PV92,P05744,P0CH08,P32324,P0CX51,P0CX35,Q12690,B3LMD0,A0A6A5PWR1,A0A1L4AA68,P05749,P05737,A0A6A5PY83,P0CX39,P06367,A0A6A5Q0W8,Q08745,P02407,P05745,P0CX41,P0C2H6,P0CX86,P0C0V8,A0A6A5PZ18,P0CX49,P87262,P05756,P0CX47,A0A6A5Q6F2,P0C2H8,P14120,A0A6A5Q8I3,P49166,P26784,P0CX82,P26786,P0CX45,A0A6A5Q0E8,P0CX33,P0CX29,P35997,P0CX27,O13516,Q02326,A0A6A5Q700,P0CX84,P0CX31,A0A6A5Q2N7,P05317,A0A6A5Q3Q1,P14126,P02406,P38011,A0A6A5Q1M9,A0A6A5PWF7,P0CX37,A0A6A5Q3W0,P05738,P0CX55,P05740,P0CX25,P05743,A0A6A5PSE9,A0A6A5PVE9,A0A6A5Q7I9,P07280,P32905,A0A6A5PUL8,P36105,A0A6A5PRY4,P05748,Q02753,P17076,P04456,A0A6A5PU37,P04650","A0A6A5PUZ5,A0A6A5PV92,P05744,P0CH08,P32324,P0CX51,P0CX35,Q12690,B3LMD0,A0A6A5PWR1,A0A1L4AA68,P05749,P05737,A0A6A5PY83,P0CX39,P06367,A0A6A5Q0W8,Q08745,P02407,P05745,P0CX41,P0C2H6,P0CX86,P0C0V8,A0A6A5PZ18,P0CX49,P87262,P05756,P0CX47,A0A6A5Q6F2,P0C2H8,P14120,A0A6A5Q8I3,P49166,P26784,P0CX82,P26786,P0CX45,A0A6A5Q0E8,P0CX33,P0CX29,P35997,P0CX27,O13516,Q02326,A0A6A5Q700,P0CX84,P0CX31,A0A6A5Q2N7,P05317,A0A6A5Q3Q1,P14126,P02406,P38011,A0A6A5Q1M9,A0A6A5PWF7,P0CX37,A0A6A5Q3W0,P05738,P0CX55,P05740,P0CX25,P05743,A0A6A5PSE9,A0A6A5PVE9,A0A6A5Q7I9,P07280,P32905,A0A6A5PUL8,P36105,A0A6A5PRY4,P05748,Q02753,P17076,P04456,A0A6A5PU37,P04650"
Structure of the methylosome-Lsm10/11 complex,2.83,EMD-29677,8g1u,"Q9BQA1,O14744,P83369,Q61189","Q9BQA1,O14744,P83369,Q61189"
Human spliceosomal PM5 C* complex,2.8,EMD-16452,8c6j,"O75934,Q9NW64,P09661,Q15029,Q9H2H8,Q6P2Q9,Q9ULR0,Q8N5F7,Q9Y314,O95391,Q9P013,P62308,P41223,Q99459,P62318,Q96DF8,Q9H5V9,Q9H875,O60306,P62304,Q9UMS4,Q9Y421,Q96DI7,Q9HCS7,O75643,Q9HCG8,P62316,O43660,Q9Y3C6,Q9UJV9,Q14320,P08579,Q14562,Q9UNP9,Q9Y5S9,P14678,P62314,P62306,O95926,Q13573,P38919,Q8WUQ7,Q6IQ49,Q9UQ35,P61326,O60508,Q9NZ63,Q9BZJ0","O75934,Q9NW64,P09661,Q15029,Q9H2H8,Q6P2Q9,Q9ULR0,Q8N5F7,Q9Y314,O95391,Q9P013,P62308,P41223,Q99459,P62318,Q96DF8,Q9H5V9,Q9H875,O60306,P62304,Q9UMS4,Q9Y421,Q96DI7,Q9HCS7,O75643,Q9HCG8,P62316,O43660,Q9Y3C6,Q9UJV9,Q14320,P08579,Q14562,Q9UNP9,Q9Y5S9,P14678,P62314,P62306,O95926,Q13573,P38919,Q8WUQ7,Q6IQ49,P61326,O60508,Q9NZ63,Q9BZJ0"
Structure of the human TREX core THO-UAP56 complex (map D),3.45,EMD-14808,7znl,"Q8NI27,Q6I9Y2,Q96FV9,Q86W42,Q96J01,Q13769,Q13838","Q8NI27,Q6I9Y2,Q96FV9,Q86W42,Q96J01,Q13769,Q13838"
"Structural organization of a late activated human spliceosome (Baqr, core region)",3.1,EMD-14146,7qtt,"Q9NW64,Q9BRD0,Q15029,Q6P2Q9,Q12874,Q9P013,P62308,Q92917,Q15427,O15541,Q99459,P41223,Q7RTV0,P62318,Q8WUA2,P62304,Q9BWJ5,P62316,Q9HCG8,O43660,Q9Y3C6,O75533,Q13435,P14678,Q15428,P62306,P62314,Q15393,Q13573,Q13356,Q9UQ35,O60231,Q9BZJ0","Q9NW64,Q9BRD0,Q15029,Q6P2Q9,Q12874,Q9P013,P62308,Q92917,Q15427,O15541,Q99459,P41223,Q7RTV0,P62318,Q8WUA2,P62304,Q9BWJ5,P62316,Q9HCG8,O43660,Q9Y3C6,O75533,Q13435,P14678,Q15428,P62306,P62314,Q15393,Q13573,Q13356,O60231,Q9BZJ0"
"Structure of an endogenous human TREX complex bound to mRNA, composite map",3.9,EMD-14804,7znk,"Q8NI27,Q6I9Y2,Q96FV9,Q86W42,Q96J01,Q13769,Q13838,Q86V81","Q8NI27,Q6I9Y2,Q96FV9,Q86W42,Q96J01,Q13769,Q13838,Q86V81"
The cryo-EM structure of the human pre-A complex,3.0,EMD-32074,7vpx,"Q15459,O75937,P09661,Q12874,Q7L014,P62308,Q15427,Q7RTV0,P09012,P62318,P62304,Q9BWJ5,P62316,P08579,O75533,Q13435,P14678,P09234,Q15428,P62306,P62314,P08621,Q15393,Q15637","Q15459,O75937,P09661,Q12874,Q7L014,P62308,Q15427,Q7RTV0,P09012,P62318,P62304,Q9BWJ5,P62316,P08579,O75533,Q13435,P14678,P09234,Q15428,P62306,P62314,P08621,Q15393,Q15637"
NPC-trapped pre-60S particle,2.64,EMD-34725,8hfr,"P87262,P05744,P0C2H8,P14126,P39715,Q12522,P02406,Q08687,P14120,Q12690,P49166,Q03862,P10664,P53742,P05749,P36105,P05737,P26321,P0CX53,Q07915,P47019,P26784,P05738,P04650,P33201,P0CX82,P0CX43,P0CX45,P49167,Q02892,Q08004,P05748,P38861,P05747,Q02753,P05745,P0CX49,P0CX41,P0C2H6,P17076,P34232,P0CX25,P05740,P0CX23,P0C0W9,P04456,P0CX27,P40078,Q99257,P05743,P38061,P38202,Q02326,P0CX84","P87262,P05744,P0C2H8,P14126,P39715,Q12522,P02406,Q08687,P14120,Q12690,P49166,Q03862,P10664,P53742,P05749,P36105,P05737,P26321,P0CX53,Q07915,P47019,P26784,P05738,P04650,P33201,P0CX82,P0CX43,P0CX45,P49167,Q02892,Q08004,P05748,P38861,P05747,Q02753,P05745,P0CX49,P0CX41,P0C2H6,P17076,P34232,P0CX25,P05740,P0CX23,P0C0W9,P04456,P0CX27,P40078,Q99257,P05743,P38061,P38202,Q02326,P0CX84"
Structure of an ALYREF-exon junction complex hexamer,2.4,EMD-14803,7znj,"P38919,Q86V81,Q9Y5S9,P61326","P38919,Q86V81,Q9Y5S9,P61326"
Cryo-EM structures and computational analysis for enhanced potency in MTA-synergic inhibition of human protein arginine methyltransferase 5,3.14,EMD-27078,8cyi,"Q9BQA1,O14744","Q9BQA1,O14744"
Yeast 80S ribosome in complex with Map1 (conformation 1),3.9,EMD-16182,8bqd,"P87262,A0A6A5PVE9,P05756,A0A6A5PUZ5,P0CX47,P0CX31,A0A6A5PV92,P05744,P0CH08,P0C2H8,A0A6A5Q3Q1,P07280,P0CX40,P02406,Q01855,P0CX51,P14120,A0A6A5Q8I3,P0CX35,P05739,P38011,Q12690,A0A6A5Q1M9,A0A6A5PWR1,P49166,A0A6A5PUL8,A0A1L4AA68,P36105,P05749,A0A6A5PWF7,P0CX37,P05737,A0A6A5Q3W0,B3RHV0,P26784,P05759,P04650,Q01662,P0CX82,A0A6A5Q0W8,P0CX43,P26786,A0A6A5Q627,P0CX45,A0A8H4FCT7,Q08745,P02407,A0A6A5Q0E8,P05748,P04449,P0CX33,Q02753,O13516,P0CX55,P0CX49,P0CX41,P05745,P17076,A0A6A5PYM2,P0C2H6,P05740,P0CX25,P39516,P0CX29,B3LI22,P35997,P0CX23,A0A8H8UMB4,P04456,P0CX27,P0C0V8,P05743,A0A6A5PSE9,A0A6A5PZ18,A0A6A5Q700,P0CX84","P87262,A0A6A5PVE9,P05756,A0A6A5PUZ5,P0CX47,P0CX31,A0A6A5PV92,P05744,P0CH08,P0C2H8,A0A6A5Q3Q1,P07280,P0CX40,P02406,Q01855,P0CX51,P14120,A0A6A5Q8I3,P0CX35,P05739,P38011,Q12690,A0A6A5Q1M9,A0A6A5PWR1,P49166,A0A6A5PUL8,A0A1L4AA68,P36105,P05749,A0A6A5PWF7,P0CX37,P05737,A0A6A5Q3W0,B3RHV0,P26784,P05759,P04650,Q01662,P0CX82,A0A6A5Q0W8,P0CX43,P26786,A0A6A5Q627,P0CX45,Q08745,P02407,A0A6A5Q0E8,P05748,P04449,P0CX33,Q02753,O13516,P0CX55,P0CX49,P0CX41,P05745,P17076,A0A6A5PYM2,P0C2H6,P05740,P0CX25,P39516,P0CX29,B3LI22,P35997,P0CX23,P04456,P0CX27,P0C0V8,P05743,A0A6A5PSE9,A0A6A5PZ18,A0A6A5Q700,P0CX84"
Nucleoplasmic pre-60S intermediate of the Nog2 containing pre-rotation state,2.34,EMD-26651,7uoo,"P87262,P53261,P05744,P0C2H8,P38779,P14126,Q12522,P02406,A0A6A5PVK5,P14120,Q12690,P40693,P49166,Q03862,P10664,P53742,P53927,P36105,P05749,P05737,P26321,P0CX53,P26784,Q07915,P05738,P33201,P0CX82,P0CX45,P49167,Q08004,Q02892,A6ZQK9,P05748,A0A6A5PUZ0,Q02753,P0CX49,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q12080,P0CX23,A0A6A5Q1D2,P0C0W9,P04456,P40010,P40078,A0A6A5Q4U5,P04650,P05743,P38061,P38202,Q02326,P0CX84","P87262,P53261,P05744,P0C2H8,P38779,P14126,Q12522,P02406,A0A6A5PVK5,P14120,Q12690,P40693,P49166,Q03862,P10664,P53742,P53927,P36105,P05749,P05737,P26321,P0CX53,P26784,Q07915,P05738,P33201,P0CX82,P0CX45,P49167,Q08004,Q02892,A6ZQK9,P05748,A0A6A5PUZ0,Q02753,P0CX49,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q12080,P0CX23,A0A6A5Q1D2,P0C0W9,P04456,P40010,P40078,A0A6A5Q4U5,P04650,P05743,P38061,P38202,Q02326,P0CX84"
Nucleoplasmic pre-60S intermediate of the Nog2 containing pre-rotation state from a SPB1-D52A strain with AlF4,2.43,EMD-26686,7uqb,"P87262,P53261,P05744,P0C2H8,P38779,P14126,Q12522,P02406,A0A6A5PVK5,P14120,Q12690,P40693,P49166,Q03862,P10664,P53742,P53927,P36105,P05749,P05737,P26321,P0CX53,P26784,Q07915,P05738,P33201,P0CX82,P0CX45,P49167,Q08004,Q02892,A6ZQK9,P05748,A0A6A5PUZ0,Q02753,P0CX49,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q12080,P0CX23,A0A6A5Q1D2,P0C0W9,P04456,P40010,P40078,A0A6A5Q4U5,P04650,P05743,P38061,P38202,Q02326,P0CX84","P87262,P53261,P05744,P0C2H8,P38779,P14126,Q12522,P02406,A0A6A5PVK5,P14120,Q12690,P40693,P49166,Q03862,P10664,P53742,P53927,P36105,P05749,P05737,P26321,P0CX53,P26784,Q07915,P05738,P33201,P0CX82,P0CX45,P49167,Q08004,Q02892,A6ZQK9,P05748,A0A6A5PUZ0,Q02753,P0CX49,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q12080,P0CX23,A0A6A5Q1D2,P0C0W9,P04456,P40010,P40078,A0A6A5Q4U5,P04650,P05743,P38061,P38202,Q02326,P0CX84"
Nucleoplasmic pre-60S intermediate of the Nog2 containing pre-rotation state from a SPB1 D52A strain,2.44,EMD-26703,7uqz,"P87262,P53261,P05744,P0C2H8,P38779,P14126,Q12522,P02406,A0A6A5PVK5,P14120,Q12690,P40693,P49166,Q03862,P10664,P53742,P53927,P36105,P05749,P05737,P26321,P0CX53,P26784,Q07915,P05738,P33201,P0CX82,P0CX45,P49167,Q08004,Q02892,A6ZQK9,P05748,A0A6A5PUZ0,Q02753,P0CX49,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q12080,P0CX23,A0A6A5Q1D2,P0C0W9,P04456,P40010,P40078,A0A6A5Q4U5,P04650,P05743,P38061,P38202,Q02326,P0CX84","P87262,P53261,P05744,P0C2H8,P38779,P14126,Q12522,P02406,A0A6A5PVK5,P14120,Q12690,P40693,P49166,Q03862,P10664,P53742,P53927,P36105,P05749,P05737,P26321,P0CX53,P26784,Q07915,P05738,P33201,P0CX82,P0CX45,P49167,Q08004,Q02892,A6ZQK9,P05748,A0A6A5PUZ0,Q02753,P0CX49,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q12080,P0CX23,A0A6A5Q1D2,P0C0W9,P04456,P40010,P40078,A0A6A5Q4U5,P04650,P05743,P38061,P38202,Q02326,P0CX84"
Nucleoplasmic pre-60S intermediate of the Nog2 containing pre-rotation state from a Spb1 D52A suppressor 3 strain,2.36,EMD-26941,7v08,"P87262,P53261,P05744,P0C2H8,P38779,P14126,Q12522,P02406,A0A6A5PVK5,P14120,Q12690,A0A6A5PUL8,P49166,Q03862,P10664,P53742,P53927,P36105,P05749,P05737,P26321,P0CX53,P26784,P05738,P33201,P0CX82,P0CX45,Q08004,Q02892,A0A8H4C0K3,A6ZQK9,P05748,A0A6A5PUZ0,Q02753,P0CX49,P05745,P0CX41,P0C2H6,P05740,P0CX25,A0A8H4BY26,Q12080,P0CX23,A0A6A5PUP3,P0C0W9,A0A6A5Q1D2,P04456,P40010,P40078,A0A6A5Q4U5,P04650,P05743,P38061,P38202,Q02326,P0CX84","P87262,P53261,P05744,P0C2H8,P38779,P14126,Q12522,P02406,A0A6A5PVK5,P14120,Q12690,A0A6A5PUL8,P49166,Q03862,P10664,P53742,P53927,P36105,P05749,P05737,P26321,P0CX53,P26784,P05738,P33201,P0CX82,P0CX45,Q08004,Q02892,A6ZQK9,P05748,A0A6A5PUZ0,Q02753,P0CX49,P05745,P0CX41,P0C2H6,P05740,P0CX25,Q12080,P0CX23,A0A6A5PUP3,P0C0W9,A0A6A5Q1D2,P04456,P40010,P40078,A0A6A5Q4U5,P04650,P05743,P38061,P38202,Q02326,P0CX84"
Yeast RQC complex in state E,2.7,EMD-15424,8agu,"P87262,A0A6A5Q7I9,A0A6A5PUZ5,P05744,P0CH08,P0C2H8,P05317,Q12522,P02406,P14120,P05739,Q12690,A0A6A5PUL8,A0A6A5PWR1,P49166,P05749,P36105,P05737,A0A6A5Q3W0,P26784,P05738,P0CX43,P0CX82,A0A6A5Q0W8,P0CX45,A0A6A5Q627,P05748,P04449,Q02753,P05745,P0CX41,P0C2H6,P17076,Q04781,P23301,P05740,P0CX25,P0CX23,A0A8H8UMB4,A0A6A5Q275,P04456,A0A8H4F709,P0CX27,P04650,P05743,P38061,P0CX49,P0CX84","P87262,A0A6A5Q7I9,A0A6A5PUZ5,P05744,P0CH08,P0C2H8,P05317,Q12522,P02406,P14120,P05739,Q12690,A0A6A5PUL8,A0A6A5PWR1,P49166,P05749,P36105,P05737,A0A6A5Q3W0,P26784,P05738,P0CX43,P0CX82,A0A6A5Q0W8,P0CX45,A0A6A5Q627,P05748,P04449,Q02753,P05745,P0CX41,P0C2H6,P17076,Q04781,P23301,P05740,P0CX25,P0CX23,A0A6A5Q275,P04456,P0CX27,P04650,P05743,P38061,P0CX49,P0CX84"
The cryo-EM structure of human pre-17S U2 snRNP,2.7,EMD-34841,8hk1,"Q15459,P09661,Q12874,O43719,P62308,Q15427,Q7RTV0,P62318,Q86XP3,P62304,Q9BWJ5,P62316,P08579,O75533,Q13435,P14678,Q15428,P62306,P62314,Q15393","Q15459,P09661,Q12874,O43719,P62308,Q15427,Q7RTV0,P62318,Q86XP3,P62304,Q9BWJ5,P62316,P08579,O75533,Q13435,P14678,Q15428,P62306,P62314,Q15393"
Yeast RQC complex in state D,2.6,EMD-15426,8agw,"P87262,A0A6A5PUZ5,P05744,P0CH08,P0C2H8,P05317,Q12522,P02406,P14120,P05739,Q12690,A0A6A5PWR1,P49166,P10664,P05749,P36105,P05737,P0CX53,P26784,P05738,P0CX43,P0CX82,A0A6A5Q0W8,P0CX45,P49167,A0A6A5Q627,P05748,P04449,Q02753,P05745,P0CX41,P0C2H6,P17076,Q04781,P05740,P0CX25,P0CX23,P0C0W9,P04456,A0A8H4F709,P0CX27,P0CX86,P04650,P05743,P38061,P0CX49,P0CX84","P87262,A0A6A5PUZ5,P05744,P0CH08,P0C2H8,P05317,Q12522,P02406,P14120,P05739,Q12690,A0A6A5PWR1,P49166,P10664,P05749,P36105,P05737,P0CX53,P26784,P05738,P0CX43,P0CX82,A0A6A5Q0W8,P0CX45,P49167,A0A6A5Q627,P05748,P04449,Q02753,P05745,P0CX41,P0C2H6,P17076,Q04781,P05740,P0CX25,P0CX23,P0C0W9,P04456,P0CX27,P0CX86,P04650,P05743,P38061,P0CX49,P0CX84"
Yeast RQC complex in state H,2.6,EMD-15425,8agv,"P87262,A0A6A5PUZ5,P05744,P0CH08,P0C2H8,P05317,Q12522,P02406,P14120,P05739,Q12690,A0A6A5PWR1,P49166,P10664,P05749,P36105,P05737,P26784,P05738,P0CX43,P0CX82,A0A6A5Q0W8,P0CX45,P49167,A0A6A5Q627,P05748,P04449,Q02753,P05745,P0CX41,P0C2H6,P17076,Q04781,P23301,P05740,P0CX25,P0CX23,P0C0W9,A0A6A5Q275,P04456,A0A8H4F709,P0CX27,P0CX86,P04650,P05743,P38061,P0CX49,P0CX84","P87262,A0A6A5PUZ5,P05744,P0CH08,P0C2H8,P05317,Q12522,P02406,P14120,P05739,Q12690,A0A6A5PWR1,P49166,P10664,P05749,P36105,P05737,P26784,P05738,P0CX43,P0CX82,A0A6A5Q0W8,P0CX45,P49167,A0A6A5Q627,P05748,P04449,Q02753,P05745,P0CX41,P0C2H6,P17076,Q04781,P23301,P05740,P0CX25,P0CX23,P0C0W9,A0A6A5Q275,P04456,P0CX27,P0CX86,P04650,P05743,P38061,P0CX49,P0CX84"
Yeast RQC complex in state F,2.6,EMD-15423,8agt,"P87262,P05744,P0CH08,P0C2H8,P05317,P14126,Q12522,P02406,P14120,P05739,Q12690,P49166,P10664,P05749,P36105,Q12532,P41805,P05737,P26321,P0CX53,P26784,P05738,P0CX43,P0CX82,P0CX45,P49167,P05748,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,Q04781,P23301,P05740,P0CX25,P0CX23,P0C0W9,P04456,P0CX27,P0CX86,P04650,P05743,P38061,P0CX49,P0CX84","P87262,P05744,P0CH08,P0C2H8,P05317,P14126,Q12522,P02406,P14120,P05739,Q12690,P49166,P10664,P05749,P36105,Q12532,P41805,P05737,P26321,P0CX53,P26784,P05738,P0CX43,P0CX82,P0CX45,P49167,P05748,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,Q04781,P23301,P05740,P0CX25,P0CX23,P0C0W9,P04456,P0CX27,P0CX86,P04650,P05743,P38061,P0CX49,P0CX84"
Yeast RQC complex in state with the RING domain of Ltn1 in the IN position,2.4,EMD-15427,8agx,"P87262,P05744,P0CH08,P0C2H8,P05317,P14126,P02406,P14120,P05739,Q12690,P49166,P10664,P05749,P36105,Q12532,P41805,P05737,P26321,P0CX53,P26784,P05738,P0CX43,P0CX82,P0CX45,P49167,P05748,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,Q04781,P23301,P05740,P0CX25,P0CX23,P0C0W9,P04456,P0CX27,P0CX86,P04650,P05743,P38061,P0CX49,P0CX84","P87262,P05744,P0CH08,P0C2H8,P05317,P14126,P02406,P14120,P05739,Q12690,P49166,P10664,P05749,P36105,Q12532,P41805,P05737,P26321,P0CX53,P26784,P05738,P0CX43,P0CX82,P0CX45,P49167,P05748,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,Q04781,P23301,P05740,P0CX25,P0CX23,P0C0W9,P04456,P0CX27,P0CX86,P04650,P05743,P38061,P0CX49,P0CX84"
Yeast RQC complex in state G,2.5,EMD-15296,8aaf,"P87262,A0A6A5PUZ5,P05744,P0CH08,P0C2H8,P05317,Q12522,P02406,P14120,P05739,Q12690,A0A6A5PWR1,P49166,P10664,P05749,P36105,Q12532,P05737,P26784,P05738,P0CX43,P0CX82,A0A6A5Q0W8,P0CX45,P49167,A0A6A5Q627,P05748,P04449,Q02753,P05745,P0CX41,P0C2H6,P17076,Q04781,P23301,P05740,P0CX25,P0CX23,P0C0W9,A0A6A5Q275,P04456,P0CX27,P0CX86,P04650,P05743,P38061,P0CX49,P0CX84","P87262,A0A6A5PUZ5,P05744,P0CH08,P0C2H8,P05317,Q12522,P02406,P14120,P05739,Q12690,A0A6A5PWR1,P49166,P10664,P05749,P36105,Q12532,P05737,P26784,P05738,P0CX43,P0CX82,A0A6A5Q0W8,P0CX45,P49167,A0A6A5Q627,P05748,P04449,Q02753,P05745,P0CX41,P0C2H6,P17076,Q04781,P23301,P05740,P0CX25,P0CX23,P0C0W9,A0A6A5Q275,P04456,P0CX27,P0CX86,P04650,P05743,P38061,P0CX49,P0CX84"
Yeast RQC complex in state with the RING domain of Ltn1 in the OUT position,2.6,EMD-15428,8agz,"P87262,A0A6A5PUZ5,P05744,P0CH08,P0C2H8,P05317,Q12522,P02406,P14120,P05739,Q12690,A0A6A5PWR1,P49166,P10664,P05749,P36105,P05737,P26784,P05738,P0CX43,P0CX82,A0A6A5Q0W8,P0CX45,P49167,A0A6A5Q627,P05748,P04449,Q02753,P05745,P0CX41,P0C2H6,P17076,Q04781,P23301,P05740,P0CX25,P0CX23,P0C0W9,A0A6A5Q275,P04456,A0A8H4F709,P0CX27,P0CX86,P04650,P05743,P38061,P0CX49,P0CX84","P87262,A0A6A5PUZ5,P05744,P0CH08,P0C2H8,P05317,Q12522,P02406,P14120,P05739,Q12690,A0A6A5PWR1,P49166,P10664,P05749,P36105,P05737,P26784,P05738,P0CX43,P0CX82,A0A6A5Q0W8,P0CX45,P49167,A0A6A5Q627,P05748,P04449,Q02753,P05745,P0CX41,P0C2H6,P17076,Q04781,P23301,P05740,P0CX25,P0CX23,P0C0W9,A0A6A5Q275,P04456,P0CX27,P0CX86,P04650,P05743,P38061,P0CX49,P0CX84"
Structure of 60S ribosomal subunit from S. cerevisiae with eIF6 and tRNA,3.2,EMD-14926,7zs5,"P87262,P05744,P0CH08,P0C2H8,Q3E757,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P41805,P05737,P26321,Q02326,P26784,P05738,P0CX82,P0CX45,P49167,P05748,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P0CX25,P05740,P0CX23,P04456,P0CX27,P04650,P05743,P38061,P0CX49,P0CX84","P87262,P05744,P0CH08,P0C2H8,Q3E757,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P41805,P05737,P26321,Q02326,P26784,P05738,P0CX82,P0CX45,P49167,P05748,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P0CX25,P05740,P0CX23,P04456,P0CX27,P04650,P05743,P38061,P0CX49,P0CX84"
Structure of the RQT-bound 80S ribosome from S. cerevisiae (C1),3.47,EMD-14861,7zpq,"P14127,A0A6A5PUZ5,A0A6A5PV92,P05744,P0CH08,P0CX51,P0CX35,Q12690,A0A6A5PWR1,A0A1L4AA68,P05749,P05737,A0A6A5PY83,A0A6A5Q0W8,A0A6A5Q627,Q08745,P05745,P0CX41,P0C2H6,P39516,P0C0V8,A0A6A5PZ18,P0CX49,P87262,P05756,P0CX47,A0A6A5Q6F2,P0C2H8,P14120,A0A6A5Q8I3,P49166,P26784,P0CX82,P26786,P0CX45,A0A6A5Q0E8,P0CX33,P0CX29,B3LI22,P35997,P0CX27,O13516,A0A6A5Q700,P0CX84,P0CX31,P53137,A0A6A5Q3Q1,P02406,P05739,P38011,A0A6A5Q1M9,A0A6A5PWF7,P0CX37,A0A6A5Q3W0,P05738,A0A8H8UL01,P0CX55,A0A6A5PYM2,P05740,P0CX25,A0A8H8UMB4,P05743,A0A6A5PSE9,A0A6A5Q1H1,A0A6A5PVE9,P07280,A0A8H4C0K6,A0A6A5PUL8,P36105,A0A6A5PRY4,P05748,Q02753,P17076,P0CX23,P04456,A0A6A5PU37,P04650","P14127,P87262,P05756,A0A6A5PVE9,A0A6A5PUZ5,P0CX47,A0A6A5Q6F2,P0CX31,A0A6A5PV92,P05744,P0CH08,P0C2H8,P53137,A0A6A5Q3Q1,P07280,P02406,P0CX51,P14120,A0A6A5Q8I3,P0CX35,P05739,P38011,Q12690,A0A6A5Q1M9,A0A6A5PWR1,P49166,A0A6A5PUL8,A0A1L4AA68,A0A6A5PZ18,P36105,P05749,A0A6A5PWF7,P0CX37,P05737,A0A6A5Q3W0,P26784,A0A6A5PY83,P05738,P04650,P0CX82,A0A6A5Q0W8,P26786,P0CX45,A0A6A5Q627,A0A6A5PRY4,Q08745,A0A6A5Q0E8,P05748,P0CX33,Q02753,P0CX49,P0CX55,P05745,P0CX41,P0C2H6,P17076,A0A6A5PYM2,P05740,P0CX25,P39516,P0CX29,B3LI22,P35997,P0CX23,P04456,P0CX27,A0A6A5PU37,P0C0V8,P05743,A0A6A5PSE9,O13516,A0A6A5Q1H1,A0A6A5Q700,P0CX84"
Collided ribosome in a disome unit from S. cerevisiae,2.5,EMD-14979,7zux,"P87262,P41057,P05756,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P38701,P14126,P07280,Q3E757,P0CX40,P02406,P32905,Q01855,P0CX51,P14120,P05739,P0CX35,Q12690,P38011,P05750,P0C0W1,P49166,P10664,P39939,Q3E7X9,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,P26784,P05759,P05738,P05743,P0CX82,P04650,P26786,P0CX45,P49167,Q08745,P02407,P05748,P04449,P0CX33,Q02753,P05747,P0CX55,P05745,P0CX41,P0C2H6,P17076,P05740,A7A1W1,P0CX25,P39516,P0CX29,P25443,P35997,P0CX23,P04456,P0CX27,P0CX86,P0C0V8,P26783,O13516,P38061,P0CX49,P0CX84","P87262,P41057,P05756,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P38701,P14126,P07280,Q3E757,P0CX40,P02406,P32905,Q01855,P0CX51,P14120,P05739,P0CX35,Q12690,P38011,P05750,P0C0W1,P49166,P10664,P39939,Q3E7X9,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,P26784,P05759,P05738,P05743,P0CX82,P04650,P26786,P0CX45,P49167,Q08745,P02407,P05748,P04449,P0CX33,Q02753,P05747,P0CX55,P05745,P0CX41,P0C2H6,P17076,P05740,A7A1W1,P0CX25,P39516,P0CX29,P25443,P35997,P0CX23,P04456,P0CX27,P0CX86,P0C0V8,P26783,O13516,P38061,P0CX49,P0CX84"
Structure of a yeast 80S ribosome-bound N-Acetyltransferase B complex,3.8,EMD-16090,8bjq,"P87262,Q12387,P05744,Q06504,P0CH08,P0C2H8,Q3E757,P14126,P02406,P14120,P05739,Q12690,P49166,P10664,P36105,P05749,P41805,P05737,P26321,P26784,P05738,P0CX82,P0CX45,P49167,P05748,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX23,P04456,P0CX27,P0CX86,P04650,P05743,P38061,P0CX49,P0CX84","P87262,Q12387,P05744,Q06504,P0CH08,P0C2H8,Q3E757,P14126,P02406,P14120,P05739,Q12690,P49166,P10664,P36105,P05749,P41805,P05737,P26321,P26784,P05738,P0CX82,P0CX45,P49167,P05748,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX23,P04456,P0CX27,P0CX86,P04650,P05743,P38061,P0CX49,P0CX84"
